"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"9885","XLOC_009885","XLOC_009885","Wbscr28","12:24803685-24809844","ZL","ZDF","OK",0.384711,1.8157,2.23868,2.69922,0.00205,0.0679654,"no"
"9992","XLOC_009992","XLOC_009992","Oas1k","12:41227824-41307393","ZL","ZDF","OK",4.57575,57.2795,3.64594,6.67445,5e-05,0.00520877,"yes"
"10492","XLOC_010492","XLOC_010492","Fmod","13:50873604-50885563","ZL","ZDF","OK",1.48334,4.80572,1.6959,3.33258,5e-05,0.00520877,"yes"
"10564","XLOC_010564","XLOC_010564","Ivns1abp","13:68702239-68725106","ZL","ZDF","OK",336.166,1188.51,1.8219,0.921468,0.00995,0.16721,"no"
"10696","XLOC_010696","XLOC_010696","Apoa2","13:89597137-89598802","ZL","ZDF","OK",0,0.385445,Inf,NA,0.0096,0.163834,"no"
"10901","XLOC_010901","XLOC_010901","Cdh19","13:32344962-32469543","ZL","ZDF","OK",0.830573,2.41238,1.53828,2.94545,1e-04,0.00897184,"yes"
"10967","XLOC_010967","XLOC_010967","Etnk2","13:50481162-50499140","ZL","ZDF","OK",0.142498,0.465144,1.70674,1.48156,0.02105,0.252566,"no"
"11134","XLOC_011134","XLOC_011134","Fmo2","13:80749554-80775315","ZL","ZDF","OK",13.1417,59.8997,2.18839,2.95437,0.00025,0.0171727,"yes"
"11135","XLOC_011135","XLOC_011135","Fmo6","13:80791564-80819218","ZL","ZDF","OK",0.227168,0.830452,1.87013,1.82144,0.02685,0.283336,"no"
"11681","XLOC_011681","XLOC_011681","Hsd17b13","14:7113543-7128220","ZL","ZDF","OK",0.777131,2.56695,1.72383,2.42119,0.00215,0.0691935,"no"
"11685","XLOC_011685","XLOC_011685","Slc10a6","14:7581188-7684563","ZL","ZDF","OK",1.52873,4.8327,1.6605,2.51205,5e-04,0.0273396,"yes"
"11953","XLOC_011953","XLOC_011953","Clnk","14:76657310-76834035","ZL","ZDF","OK",0.443464,1.27277,1.52108,2.05751,0.0052,0.113619,"no"
"12023","XLOC_012023","XLOC_012023","Gatsl3","14:84447731-84452877","ZL","ZDF","OK",6.24323,23.8206,1.93185,4.01651,5e-05,0.00520877,"yes"
"12210","XLOC_012210","XLOC_012210","Dmp1","14:6889855-6902081","ZL","ZDF","OK",0.75653,3.04889,2.01081,3.54185,5e-05,0.00520877,"yes"
"12515","XLOC_012515","XLOC_012515","Cytl1","14:77805129-77810147","ZL","ZDF","OK",6.47016,22.2033,1.7789,3.68013,5e-05,0.00520877,"yes"
"12554","XLOC_012554","XLOC_012554","Fgfr3","14:82272319-82287706","ZL","ZDF","OK",3.46865,14.6603,2.07947,4.2433,5e-05,0.00520877,"yes"
"13047","XLOC_013047","XLOC_013047","Fam107a","15:18399514-18415965","ZL","ZDF","OK",3.52329,17.5718,2.31826,4.86629,5e-05,0.00520877,"yes"
"13787","XLOC_013787","XLOC_013787","Tgm1","15:34378131-34392066","ZL","ZDF","OK",1.51442,4.60215,1.60355,2.95599,5e-05,0.00520877,"yes"
"13972","XLOC_013972","XLOC_013972","Rgcc","15:61551860-61564695","ZL","ZDF","OK",43.6856,146.071,1.74144,3.45785,5e-05,0.00520877,"yes"
"13988","XLOC_013988","XLOC_013988","Pcdh20","15:71772776-71779033","ZL","ZDF","OK",0.544233,1.59886,1.55474,2.80965,3e-04,0.019395,"yes"
"14330","XLOC_014330","XLOC_014330","Galnt15","16:8128067-8181012","ZL","ZDF","OK",1.95778,6.51123,1.73371,3.4294,5e-05,0.00520877,"yes"
"14386","XLOC_014386","XLOC_014386","Sh2d4b","16:17611114-17709848","ZL","ZDF","OK",0.139478,1.15975,3.05571,2.9768,0.00275,0.0773979,"no"
"14858","XLOC_014858","XLOC_014858","Klf2","16:19222373-19225037","ZL","ZDF","OK",15.1981,46.8873,1.6253,3.4136,5e-05,0.00520877,"yes"
"14940","XLOC_014940","XLOC_014940","Npy1r","16:24779476-24788740","ZL","ZDF","OK",0.655556,2.76579,2.0769,3.24152,5e-05,0.00520877,"yes"
"15135","XLOC_015135","XLOC_015135","Plat","16:74098259-74122889","ZL","ZDF","OK",22.0968,67.6821,1.61493,3.08087,1e-04,0.00897184,"yes"
"15201","XLOC_015201","XLOC_015201","Mcf2l","16:81839601-81980027","ZL","ZDF","OK",15.1148,62.7962,2.05472,3.29247,1e-04,0.00897184,"yes"
"15604","XLOC_015604","XLOC_015604","Testin","17:4212889-4225376","ZL","ZDF","OK",0.150734,0.558231,1.88886,1.63862,0.0399,0.335646,"no"
"15613","XLOC_015613","XLOC_015613","LOC100360333","17:5311010-5313070","ZL","ZDF","OK",0.356303,1.09729,1.62277,2.01847,0.0063,0.127397,"no"
"15855","XLOC_015855","XLOC_015855","Hist1h4b","17:43673293-43674517","ZL","ZDF","OK",1.02671,3.32598,1.69574,2.17338,0.04495,0.355924,"no"
"16117","XLOC_016117","XLOC_016117","RGD1564827","17:4118599-4190647","ZL","ZDF","OK",0.604674,2.84317,2.23327,1.72937,0.0069,0.135177,"no"
"16268","XLOC_016268","XLOC_016268","AABR07027371.1","17:26843009-26849469","ZL","ZDF","OK",0.157545,0.480353,1.60833,1.83955,0.0173,0.227435,"no"
"17407","XLOC_017407","XLOC_017407","Mir3557","18:56619657-56728993","ZL","ZDF","OK",2.2357,317.475,7.14977,0.128265,0.0344,0.315983,"no"
"17826","XLOC_017826","XLOC_017826","U6","18:60284742-60287841","ZL","ZDF","OK",0.0876234,0.755665,3.10836,0.520555,0.03555,0.319732,"no"
"17842","XLOC_017842","XLOC_017842","Mc4r","18:62612837-62614725","ZL","ZDF","OK",0.403255,2.43288,2.5929,3.3567,0.00045,0.0253627,"yes"
"18637","XLOC_018637","XLOC_018637","AABR07044148.1","19:59656228-59663349","ZL","ZDF","OK",0.988849,3.25651,1.71951,2.00461,0.0065,0.130243,"no"
"18701","XLOC_018701","XLOC_018701","Slc12a3","19:11106032-11144641","ZL","ZDF","OK",0.742893,2.78667,1.90732,3.00561,1e-04,0.00897184,"yes"
"18837","XLOC_018837","XLOC_018837","Ttc29","19:33205725-33424972","ZL","ZDF","OK",0.227595,0.76066,1.74078,1.64426,0.03625,0.322364,"no"
"18853","XLOC_018853","XLOC_018853","LOC367515","19:36267435-36364934","ZL","ZDF","OK",8.71648,26.8194,1.62146,2.70254,2e-04,0.014703,"yes"
"19387","XLOC_019387","XLOC_019387","Adamts6","2:34367106-34589667","ZL","ZDF","OK",1.91929,6.06205,1.65924,2.7894,5e-05,0.00520877,"yes"
"19595","XLOC_019595","XLOC_019595","Fabp4","2:93792600-93797305","ZL","ZDF","OK",691.96,2549.8,1.88162,1.85259,0.0292,0.294424,"no"
"19685","XLOC_019685","XLOC_019685","SNORA70","2:119112512-119162714","ZL","ZDF","OK",0.520582,15.5283,4.89863,0.597336,0.02715,0.284454,"no"
"19767","XLOC_019767","XLOC_019767","SNORA17","2:142743244-142744447","ZL","ZDF","OK",0.286569,111.032,8.59788,5.0241,0.00025,0.0171727,"yes"
"19853","XLOC_019853","XLOC_019853","RGD1563962","2:165800970-165818433","ZL","ZDF","OK",0.476358,2.55221,2.42163,1.99107,0.0036,0.0905396,"no"
"19943","XLOC_019943","XLOC_019943","Crabp2","2:187322415-187326793","ZL","ZDF","OK",0.283933,1.13056,1.99341,1.78099,0.02805,0.289604,"no"
"20004","XLOC_020004","XLOC_020004","S100a8","2:190073814-190074354","ZL","ZDF","OK",2.56156,9.28373,1.85768,2.04408,0.0131,0.197497,"no"
"20087","XLOC_020087","XLOC_020087","Txnip","2:198683158-198686974","ZL","ZDF","OK",172.629,522.612,1.59807,1.70045,0.0254,0.275712,"no"
"20110","XLOC_020110","XLOC_020110","Hmgcs2","2:200452623-200480864","ZL","ZDF","OK",5.22087,20.193,1.95149,3.99779,5e-05,0.00520877,"yes"
"20185","XLOC_020185","XLOC_020185","Gnat2","2:210880634-210889993","ZL","ZDF","OK",0.788854,3.07049,1.96064,2.93746,5e-05,0.00520877,"yes"
"20278","XLOC_020278","XLOC_020278","Elovl6","2:234375314-234483149","ZL","ZDF","OK",0.225069,0.902527,2.0036,2.52716,0.00165,0.0590695,"no"
"20279","XLOC_020279","XLOC_020279","Cfi","2:235264218-235305781","ZL","ZDF","OK",0.152295,0.500711,1.71711,1.8177,0.0223,0.258805,"no"
"20289","XLOC_020289","XLOC_020289","Dkk2","2:237148940-237241350","ZL","ZDF","OK",0.653602,2.57713,1.97928,3.4547,5e-05,0.00520877,"yes"
"20506","XLOC_020506","XLOC_020506","AABR07007798.1,AABR07007799.1","2:28834123-28843090","ZL","ZDF","OK",1.12056,3.75073,1.74295,1.88279,0.0119,0.186972,"no"
"20534","XLOC_020534","XLOC_020534","AABR07007874.1","2:32297365-32297914","ZL","ZDF","OK",0,0.711913,Inf,NA,0.0034,0.0872058,"no"
"20799","XLOC_020799","XLOC_020799","Gpr160","2:116105110-116161998","ZL","ZDF","OK",0.659349,2.67028,2.01788,2.81483,1e-04,0.00897184,"yes"
"21126","XLOC_021126","XLOC_021126","S100a9","2:190097553-190100276","ZL","ZDF","OK",1.60161,9.34374,2.54447,3.22261,0.00015,0.0121666,"yes"
"21209","XLOC_021209","XLOC_021209","U1","2:198514527-198524495","ZL","ZDF","OK",0.816096,2.42236,1.5696,1.78644,0.02125,0.253443,"no"
"21249","XLOC_021249","XLOC_021249","Cd101","2:203375921-203413125","ZL","ZDF","OK",0.223863,0.657451,1.55426,2.15272,0.0038,0.0938515,"no"
"22319","XLOC_022319","XLOC_022319","AC106225.1","20:7887495-7889513","ZL","ZDF","OK",0.498254,45.3891,6.50932,1.70746,0.00475,0.107639,"no"
"22349","XLOC_022349","XLOC_022349","AABR07044570.1","20:10727512-10729072","ZL","ZDF","OK",0.145881,0.649605,2.15477,1.81356,0.0378,0.327764,"no"
"22551","XLOC_022551","XLOC_022551","Ppil6","20:46215378-46243763","ZL","ZDF","OK",0.428574,1.54904,1.85376,1.80126,0.02055,0.250116,"no"
"22782","XLOC_022782","XLOC_022782","Fkbp5","20:7976304-8061710","ZL","ZDF","OK",5.83565,20.7836,1.83248,3.81191,5e-05,0.00520877,"yes"
"22794","XLOC_022794","XLOC_022794","Tff3","20:9850802-9855481","ZL","ZDF","OK",0,1.53018,Inf,NA,0.01155,0.183572,"no"
"22934","XLOC_022934","XLOC_022934","Ddit4","20:29509288-29511382","ZL","ZDF","OK",13.0198,62.2595,2.25758,4.58041,5e-05,0.00520877,"yes"
"24062","XLOC_024062","XLOC_024062","Slc28a2","3:114354808-114647882","ZL","ZDF","OK",21.9294,63.6584,1.53748,2.37527,0.0022,0.0693805,"no"
"24252","XLOC_024252","XLOC_024252","AABR07054264.1","3:145764931-145773355","ZL","ZDF","OK",1.03785,4.25534,2.03567,2.95496,0.00015,0.0121666,"yes"
"24276","XLOC_024276","XLOC_024276","LOC502684","3:147894557-147933761","ZL","ZDF","OK",0.679486,2.44589,1.84785,2.8773,0.00015,0.0121666,"yes"
"24292","XLOC_024292","XLOC_024292","Ccm2l","3:148541888-148557469","ZL","ZDF","OK",10.5501,31.6725,1.58597,3.17466,5e-05,0.00520877,"yes"
"24481","XLOC_024481","XLOC_024481","Cebpb","3:164424514-164425910","ZL","ZDF","OK",2.33906,6.95834,1.57281,2.89106,0.00015,0.0121666,"yes"
"24535","XLOC_024535","XLOC_024535","Cdh26","3:173969272-174021348","ZL","ZDF","OK",1.32391,5.3235,2.00756,3.7853,5e-05,0.00520877,"yes"
"24730","XLOC_024730","XLOC_024730","Fpgs","3:11717666-11723416","ZL","ZDF","OK",6.77723,19.7195,1.54086,3.86498,5e-05,0.00520877,"yes"
"25261","XLOC_025261","XLOC_025261","RNaseP_nuc","3:98121790-98122068","ZL","ZDF","OK",0,1.5907,Inf,NA,0.00865,0.153088,"no"
"25453","XLOC_025453","XLOC_025453","Adam33","3:123584682-123607505","ZL","ZDF","OK",8.96558,27.8032,1.63278,2.49637,0.00115,0.0476946,"yes"
"25573","XLOC_025573","XLOC_025573","Xkr7","3:148510778-148533404","ZL","ZDF","OK",0.447123,1.74899,1.96777,3.03698,1e-04,0.00897184,"yes"
"25811","XLOC_025811","XLOC_025811","Ptk6","3:176698025-176706896","ZL","ZDF","OK",0.103248,1.15757,3.48692,3.34291,0.0014,0.0536122,"no"
"25812","XLOC_025812","XLOC_025812","Srms","3:176709561-176716596","ZL","ZDF","OK",1.26962,7.73341,2.60671,4.92291,5e-05,0.00520877,"yes"
"26485","XLOC_026485","XLOC_026485","AABR07059372.1","4:16827372-16831712","ZL","ZDF","OK",1.62453,10.9716,2.75568,2.56904,6e-04,0.0314014,"yes"
"26597","XLOC_026597","XLOC_026597","LOC100909784","4:51661653-51671203","ZL","ZDF","OK",0.495194,1.54656,1.64299,2.83899,0.00015,0.0121666,"yes"
"26826","XLOC_026826","XLOC_026826","Nt5c3a","4:87237895-87282747","ZL","ZDF","OK",1.90296,7.77513,2.03062,1.88482,0.0139,0.204099,"no"
"26854","XLOC_026854","XLOC_026854","Abcg2","4:88832177-88890621","ZL","ZDF","OK",0.53313,1.59869,1.58434,2.39667,0.00265,0.0752579,"no"
"27073","XLOC_027073","XLOC_027073","AABR07061448.2","4:125187160-125241281","ZL","ZDF","OK",3.14885,12.9088,2.03545,4.12895,5e-05,0.00520877,"yes"
"27146","XLOC_027146","XLOC_027146","Irak2","4:145594545-145651054","ZL","ZDF","OK",5.65589,16.7269,1.56435,3.07829,5e-05,0.00520877,"yes"
"27207","XLOC_027207","XLOC_027207","Slc6a13","4:153874851-153912155","ZL","ZDF","OK",0.0949066,0.449272,2.24301,1.96272,0.0235,0.265599,"no"
"27227","XLOC_027227","XLOC_027227","Clec4d","4:156253078-156264769","ZL","ZDF","OK",0.0998422,0.749329,2.90788,3.18629,0.0013,0.0510273,"no"
"27297","XLOC_027297","XLOC_027297","Clec1b","4:163157969-163170815","ZL","ZDF","OK",0.452948,1.73325,1.93607,2.0282,0.0144,0.207558,"no"
"27331","XLOC_027331","XLOC_027331","Gprc5a","4:168832909-168851652","ZL","ZDF","OK",0.360437,1.20125,1.73672,2.26155,0.00245,0.0719966,"no"
"27356","XLOC_027356","XLOC_027356","Pik3c2g","4:173732247-174102496","ZL","ZDF","OK",0.049431,0.422993,3.09715,3.31621,0.0011,0.0464983,"yes"
"27418","XLOC_027418","XLOC_027418","Cnpy1","4:476139-482833","ZL","ZDF","OK",0.271466,2.58994,3.25408,1.75582,0.0089,0.156255,"no"
"27542","XLOC_027542","XLOC_027542","Col28a1","4:34048490-34194764","ZL","ZDF","OK",0.107888,0.360427,1.74017,1.83243,0.02075,0.251298,"no"
"27648","XLOC_027648","XLOC_027648","RGD1565367","4:62480100-62526724","ZL","ZDF","OK",0.915197,2.93832,1.68284,2.75122,4e-04,0.0234464,"yes"
"27841","XLOC_027841","XLOC_027841","Sh2d6","4:100373903-100380578","ZL","ZDF","OK",0.147885,0.528161,1.8365,1.22138,0.04885,0.37065,"no"
"27924","XLOC_027924","XLOC_027924","Cyp26b1","4:116261795-116278615","ZL","ZDF","OK",1.10241,3.45778,1.64919,3.2848,5e-05,0.00520877,"yes"
"27977","XLOC_027977","XLOC_027977","AABR07061382.2","4:120122245-120133078","ZL","ZDF","OK",5.68908,19.3774,1.76811,3.11305,5e-05,0.00520877,"yes"
"28060","XLOC_028060","XLOC_028060","Ssuh2","4:144301163-144322189","ZL","ZDF","OK",0.470589,1.48587,1.65877,2.31578,0.0013,0.0510273,"no"
"28083","XLOC_028083","XLOC_028083","Timp4","4:147037178-147195096","ZL","ZDF","OK",20.3444,62.0485,1.60876,2.18978,0.0021,0.0684868,"no"
"28151","XLOC_028151","XLOC_028151","Clec4e","4:156270137-156276304","ZL","ZDF","OK",0.721721,4.34407,2.58953,3.08088,1e-04,0.00897184,"yes"
"28188","XLOC_028188","XLOC_028188","Kcna5","4:159075544-159079466","ZL","ZDF","OK",2.16568,9.28471,2.10004,3.78013,5e-05,0.00520877,"yes"
"28228","XLOC_028228","XLOC_028228","Clec12b","4:163141131-163157744","ZL","ZDF","OK",0.231121,1.33785,2.5332,3.06324,0.00035,0.0213112,"yes"
"28230","XLOC_028230","XLOC_028230","Clec9a","4:163172287-163214678","ZL","ZDF","OK",0.732817,3.35083,2.19299,1.61737,0.03275,0.309093,"no"
"28246","XLOC_028246","XLOC_028246","AABR07062183.3","4:163933259-164357619","ZL","ZDF","OK",1.83572,5.38955,1.55382,1.80335,0.01255,0.19291,"no"
"28294","XLOC_028294","XLOC_028294","Gprc5d","4:168872777-168884886","ZL","ZDF","OK",0.859786,4.28495,2.31723,3.39841,0.00015,0.0121666,"yes"
"28328","XLOC_028328","XLOC_028328","Rergl","4:173631051-173640684","ZL","ZDF","OK",0.685239,2.55519,1.89875,2.45821,0.00145,0.0545761,"no"
"29069","XLOC_029069","XLOC_029069","Sox17","5:14889117-14895907","ZL","ZDF","OK",4.93373,15.7801,1.67735,3.16486,5e-05,0.00520877,"yes"
"29239","XLOC_029239","XLOC_029239","Hrct1","5:59219927-59229181","ZL","ZDF","OK",95.5197,317.543,1.73308,1.83369,0.0122,0.189251,"no"
"29345","XLOC_029345","XLOC_029345","Orm1","5:79179416-79182820","ZL","ZDF","OK",0.443599,2.5073,2.4988,2.85344,0.001,0.0438743,"yes"
"29496","XLOC_029496","XLOC_029496","Ldlrad1","5:126812180-126821437","ZL","ZDF","OK",0.645349,1.83173,1.50505,2.25453,0.0027,0.0764803,"no"
"29745","XLOC_029745","XLOC_029745","Map3k6","5:151436463-151448449","ZL","ZDF","OK",1.36566,6.76275,2.30801,4.73084,5e-05,0.00520877,"yes"
"29947","XLOC_029947","XLOC_029947","Tmem52","5:172887216-172889383","ZL","ZDF","OK",0.806351,3.10186,1.94365,2.95855,1e-04,0.00897184,"yes"
"30207","XLOC_030207","XLOC_030207","Olr836","5:59265333-59266293","ZL","ZDF","OK",0.156349,0.815873,2.38358,1.73892,0.04985,0.372578,"no"
"30557","XLOC_030557","XLOC_030557","Cyp4b1","5:134492755-134526132","ZL","ZDF","OK",30.9115,92.4912,1.58118,2.41071,0.00165,0.0590695,"no"
"30565","XLOC_030565","XLOC_030565","Tspan1","5:135019777-135032397","ZL","ZDF","OK",0.537404,2.252,2.06713,2.60788,0.00025,0.0171727,"yes"
"30723","XLOC_030723","XLOC_030723","Tinagl1","5:148382509-148392762","ZL","ZDF","OK",17.6414,84.7113,2.26359,4.49257,5e-05,0.00520877,"yes"
"30733","XLOC_030733","XLOC_030733","Ptpru","5:149922351-149996334","ZL","ZDF","OK",1.83756,5.60956,1.61009,2.37267,0.00115,0.0476946,"yes"
"30865","XLOC_030865","XLOC_030865","Fhad1","5:160437895-160555083","ZL","ZDF","OK",0.070153,0.411267,2.5515,2.80665,0.00205,0.0679654,"no"
"30916","XLOC_030916","XLOC_030916","Rbp7","5:166278186-166282831","ZL","ZDF","OK",42.299,247.854,2.55079,4.92608,5e-05,0.00520877,"yes"
"31544","XLOC_031544","XLOC_031544","Gtf2a1l","6:12415294-12468596","ZL","ZDF","OK",0.235842,1.3277,2.49304,3.12356,5e-05,0.00520877,"yes"
"31949","XLOC_031949","XLOC_031949","AC128618.1","6:107485248-107493798","ZL","ZDF","OK",0.355516,2.02586,2.51055,3.27486,2e-04,0.014703,"yes"
"31974","XLOC_031974","XLOC_031974","Fos","6:109300432-109303820","ZL","ZDF","OK",1.40891,4.64567,1.72131,2.98041,1e-04,0.00897184,"yes"
"31997","XLOC_031997","XLOC_031997","Tmem63c","6:111049558-111120799","ZL","ZDF","OK",0.309136,2.41288,2.96444,4.81427,5e-05,0.00520877,"yes"
"32096","XLOC_032096","XLOC_032096","AABR07065531.1,AABR07065531.5","6:133662500-133691060","ZL","ZDF","OK",0.466215,1.46832,1.6551,0.932963,0.04075,0.339805,"no"
"32378","XLOC_032378","XLOC_032378","Gckr","6:26355226-26385822","ZL","ZDF","OK",1.69926,6.73831,1.98748,2.93999,5e-05,0.00520877,"yes"
"32402","XLOC_032402","XLOC_032402","Gareml","6:27630052-27643305","ZL","ZDF","OK",0.356265,1.16078,1.70407,2.63688,0.00085,0.039006,"yes"
"32460","XLOC_032460","XLOC_032460","Greb1","6:41932243-42002819","ZL","ZDF","OK",0.684942,4.23485,2.62826,5.29178,5e-05,0.00520877,"yes"
"32525","XLOC_032525","XLOC_032525","Arl4a","6:59945790-59950664","ZL","ZDF","OK",7.04621,19.9729,1.50312,2.58634,3e-04,0.019395,"yes"
"32570","XLOC_032570","XLOC_032570","Nfkbia","6:76267227-76270457","ZL","ZDF","OK",27.0836,81.5379,1.59005,3.18698,5e-05,0.00520877,"yes"
