"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"9884","XLOC_009884","XLOC_009884","Metazoa_SRP","12:24796271-24796570","ZL","ZDF","OK",7.93987,0.935395,-3.08547,-4.13968,0.03795,0.328159,"no"
"10418","XLOC_010418","XLOC_010418","Sctr","13:36039255-36090760","ZL","ZDF","OK",7.34287,0.302011,-4.60367,-6.00335,5e-05,0.00520877,"yes"
"10497","XLOC_010497","XLOC_010497","Ppfia4","13:51134524-51183269","ZL","ZDF","OK",4.2063,0.900459,-2.22382,-2.27152,0.0074,0.140466,"no"
"11198","XLOC_011198","XLOC_011198","Pcp4l1","13:89542310-89565813","ZL","ZDF","OK",48.4671,7.40395,-2.71064,-2.10904,0.0011,0.0464983,"yes"
"11244","XLOC_011244","XLOC_011244","Rgs7","13:93095199-93307199","ZL","ZDF","OK",0.448515,0.0516117,-3.11939,-2.33574,0.011,0.178181,"no"
"11318","XLOC_011318","XLOC_011318","Kcnk2","13:107690086-107886476","ZL","ZDF","OK",4.63615,0.632736,-2.87325,-4.78662,5e-05,0.00520877,"yes"
"11327","XLOC_011327","XLOC_011327","Vash2","13:109521189-109552589","ZL","ZDF","OK",5.20108,1.25647,-2.04944,-3.28749,1e-04,0.00897184,"yes"
"12046","XLOC_012046","XLOC_012046","Ogdh","14:86345952-86618020","ZL","ZDF","OK",298.695,69.1644,-2.11057,-2.00681,0.00925,0.160224,"no"
"13986","XLOC_013986","XLOC_013986","Diaph3","15:69929241-70399924","ZL","ZDF","OK",0.71626,0.133605,-2.4225,-1.27531,0.00635,0.128054,"no"
"15220","XLOC_015220","XLOC_015220","Myo16","16:84575149-84939323","ZL","ZDF","OK",0.399992,0.0952177,-2.07067,-2.70196,0.001,0.0438743,"yes"
"15228","XLOC_015228","XLOC_015228","Pdha1l1","16:88345246-88347369","ZL","ZDF","OK",14.3344,3.27065,-2.13184,-4.07015,5e-05,0.00520877,"yes"
"15721","XLOC_015721","XLOC_015721","AABR07027190.2","17:18874835-18890009","ZL","ZDF","OK",1.37895,0.319293,-2.11061,-1.97394,0.01385,0.203637,"no"
"16144","XLOC_016144","XLOC_016144","Rplp1","17:9233513-9234766","ZL","ZDF","OK",0.404088,0,-Inf,NA,0.04585,0.359682,"no"
"16193","XLOC_016193","XLOC_016193","Nxnl2","17:14053895-14058642","ZL","ZDF","OK",4.35909,0.990389,-2.13796,-2.99726,0.00035,0.0213112,"yes"
"16397","XLOC_016397","XLOC_016397","Hist1h2bl","17:44737949-44738330","ZL","ZDF","OK",0.625801,0,-Inf,NA,0.01115,0.179158,"no"
"16474","XLOC_016474","XLOC_016474","LOC100362965","17:61332175-61332391","ZL","ZDF","OK",2.77381,0,-Inf,NA,0.02185,0.256837,"no"
"18278","XLOC_018278","XLOC_018278","Mcm5","19:14523543-14561278","ZL","ZDF","OK",2.504,0.620148,-2.01355,-3.34615,5e-05,0.00520877,"yes"
"18655","XLOC_018655","XLOC_018655","Pdp2","19:597165-601469","ZL","ZDF","OK",10.2456,2.27082,-2.17373,-4.32577,5e-05,0.00520877,"yes"
"18771","XLOC_018771","XLOC_018771","RGD1310262","19:25132076-25134055","ZL","ZDF","OK",9.84121,0.392898,-4.64661,-3.56122,5e-05,0.00520877,"yes"
"19016","XLOC_019016","XLOC_019016","Acta1","19:56674073-56677084","ZL","ZDF","OK",799.271,75.9966,-3.39468,-4.18312,5e-05,0.00520877,"yes"
"19475","XLOC_019475","XLOC_019475","Oxct1","2:53859736-54007756","ZL","ZDF","OK",530.529,125.993,-2.07409,-1.91257,0.01655,0.222771,"no"
"20176","XLOC_020176","XLOC_020176","AC113635.3,Kcna2","2:209839075-209852610","ZL","ZDF","OK",12.747,1.38232,-3.205,-1.20365,8e-04,0.037335,"yes"
"21207","XLOC_021207","XLOC_021207","Hist1h4b","2:198411954-198412350","ZL","ZDF","OK",4.77586,0.596685,-3.00072,-2.19967,0.0229,0.263542,"no"
"21242","XLOC_021242","XLOC_021242","Fam46c","2:202794274-202816562","ZL","ZDF","OK",2.76628,0.689798,-2.0037,-3.8133,5e-05,0.00520877,"yes"
"21269","XLOC_021269","XLOC_021269","AABR07012762.1","2:206752979-206778070","ZL","ZDF","OK",0.973782,0,-Inf,NA,0.0208,0.25135,"no"
"21325","XLOC_021325","XLOC_021325","SCARNA2","2:211343406-211344459","ZL","ZDF","OK",21.6352,3.84501,-2.49232,-3.38406,5e-05,0.00520877,"yes"
"21521","XLOC_021521","XLOC_021521","Cth","2:264266983-264293046","ZL","ZDF","OK",0.363928,0.0508841,-2.83837,-1.64619,0.02465,0.272277,"no"
"22926","XLOC_022926","XLOC_022926","AABR07044959.1","20:28352034-28355285","ZL","ZDF","OK",2.60395,0.350085,-2.89492,-2.60886,3e-04,0.019395,"yes"
"23308","XLOC_023308","XLOC_023308","Sapcd2","3:2591330-2597309","ZL","ZDF","OK",3.03125,0.429753,-2.81833,-4.02499,5e-05,0.00520877,"yes"
"23403","XLOC_023403","XLOC_023403","AABR07051399.1","3:9185812-9186116","ZL","ZDF","OK",1.19246,0,-Inf,NA,0.00385,0.0946609,"no"
"23630","XLOC_023630","XLOC_023630","Cers6","3:55094636-55338445","ZL","ZDF","OK",0.439716,0.0980845,-2.16448,-1.76761,0.03195,0.306812,"no"
"24013","XLOC_024013","XLOC_024013","Rad51","3:110918242-110942917","ZL","ZDF","OK",0.526466,0.0990797,-2.40968,-2.23493,0.01145,0.182511,"no"
"24036","XLOC_024036","XLOC_024036","Haus2","3:112385600-112397158","ZL","ZDF","OK",21.9494,1.16445,-4.23646,-1.47811,0.0309,0.302899,"no"
"25461","XLOC_025461","XLOC_025461","Adra1d","3:124129557-124145566","ZL","ZDF","OK",4.80895,0.335379,-3.84186,-5.75093,5e-05,0.00520877,"yes"
"25672","XLOC_025672","XLOC_025672","Jph2","3:159709811-159776667","ZL","ZDF","OK",110.417,27.4389,-2.00867,-2.78225,0.00025,0.0171727,"yes"
"26440","XLOC_026440","XLOC_026440","Asb10","4:7158383-7172276","ZL","ZDF","OK",14.4336,3.47515,-2.05428,-3.4701,5e-05,0.00520877,"yes"
"26672","XLOC_026672","XLOC_026672","Clec2l","4:66405165-66421654","ZL","ZDF","OK",0.679012,0.164747,-2.04319,-1.69292,0.02895,0.292979,"no"
"26745","XLOC_026745","XLOC_026745","LOC100364190","4:75325650-77025292","ZL","ZDF","OK",3.44621,0.155326,-4.47164,-2.44548,0.00445,0.103728,"no"
"27205","XLOC_027205","XLOC_027205","Tuba8","4:153774485-153791328","ZL","ZDF","OK",140.272,31.8102,-2.14067,-3.71919,5e-05,0.00520877,"yes"
"27897","XLOC_027897","XLOC_027897","Hk2","4:113559256-113610243","ZL","ZDF","OK",18.5593,2.33113,-2.99304,-5.94246,5e-05,0.00520877,"yes"
"28031","XLOC_028031","XLOC_028031","Lmod3","4:129602134-129619142","ZL","ZDF","OK",22.8848,4.83118,-2.24394,-4.30164,5e-05,0.00520877,"yes"
"28120","XLOC_028120","XLOC_028120","Lrtm2","4:151298547-151409263","ZL","ZDF","OK",0.387155,0.0473435,-3.03167,-2.75266,0.0058,0.120729,"no"
"28317","XLOC_028317","XLOC_028317","Art4","4:170830646-170841677","ZL","ZDF","OK",2.38784,0.424145,-2.49308,-3.92371,5e-05,0.00520877,"yes"
"28351","XLOC_028351","XLOC_028351","RGD1561551","4:177021802-177039677","ZL","ZDF","OK",0.6869,0.107578,-2.67471,-1.39042,0.0428,0.34844,"no"
"29249","XLOC_029249","XLOC_029249","Melk","5:59783889-59844356","ZL","ZDF","OK",0.453383,0.0891248,-2.34683,-2.27508,0.01515,0.213606,"no"
"29696","XLOC_029696","XLOC_029696","Fndc5","5:147323239-147332492","ZL","ZDF","OK",53.6268,8.37318,-2.67911,-4.35134,5e-05,0.00520877,"yes"
"29837","XLOC_029837","XLOC_029837","Fam131c","5:159914930-159931090","ZL","ZDF","OK",17.7204,1.9868,-3.15689,-5.5348,5e-05,0.00520877,"yes"
"30000","XLOC_030000","XLOC_030000","Metazoa_SRP","5:5736905-5737192","ZL","ZDF","OK",7.70814,1.21984,-2.6597,-3.80277,0.0472,0.36442,"no"
"30634","XLOC_030634","XLOC_030634","Foxo6","5:139207393-139227196","ZL","ZDF","OK",1.62554,0.217709,-2.90044,-3.55966,0.00015,0.0121666,"yes"
"30824","XLOC_030824","XLOC_030824","LOC100909857","5:156703578-156734541","ZL","ZDF","OK",6.69353,1.34355,-2.31671,-3.25145,0.00015,0.0121666,"yes"
"30840","XLOC_030840","XLOC_030840","Klhdc7a","5:158433401-158439078","ZL","ZDF","OK",2.00737,0.262446,-2.93521,-4.1257,5e-05,0.00520877,"yes"
"30886","XLOC_030886","XLOC_030886","AABR07050415.1","5:164235501-164240388","ZL","ZDF","OK",0.503877,0,-Inf,NA,0.0306,0.302029,"no"
"31533","XLOC_031533","XLOC_031533","LOC100359600","6:10642699-10644676","ZL","ZDF","OK",2.48553,0.470953,-2.39989,-3.47213,0.00015,0.0121666,"yes"
"31662","XLOC_031662","XLOC_031662","Ntsr2","6:41917126-41923777","ZL","ZDF","OK",2.31899,0.262488,-3.14317,-3.19195,0.003,0.0818151,"no"
"32292","XLOC_032292","XLOC_032292","Slc8a1","6:4255700-4564309","ZL","ZDF","OK",18.8152,4.26205,-2.14228,-2.35847,0.0039,0.0954631,"no"
"32539","XLOC_032539","XLOC_032539","Ccdc85c","6:64738379-64738856","ZL","ZDF","OK",0.776404,0,-Inf,NA,0.00015,0.0121666,"yes"
"32556","XLOC_032556","XLOC_032556","Egln3","6:75050328-75075795","ZL","ZDF","OK",59.665,14.5589,-2.03498,-3.81789,5e-05,0.00520877,"yes"
"33554","XLOC_033554","XLOC_033554","Timeless","7:2643270-2667711","ZL","ZDF","OK",93.822,0.754381,-6.95849,-9.36339,5e-05,0.00520877,"yes"
"33641","XLOC_033641","XLOC_033641","Atcay,Nmrk2","7:11356117-11386948","ZL","ZDF","OK",14.6774,3.41154,-2.1051,-2.98116,5e-05,0.00520877,"yes"
"34239","XLOC_034239","XLOC_034239","Pnpla3","7:125034763-125055976","ZL","ZDF","OK",1.72136,0.416059,-2.04869,-3.21622,5e-05,0.00520877,"yes"
"34600","XLOC_034600","XLOC_034600","Hcn2","7:12840848-12874215","ZL","ZDF","OK",20.5406,1.86477,-3.46141,-2.81411,0.00475,0.107639,"no"
"34854","XLOC_034854","XLOC_034854","Ppm1h","7:66842504-67116980","ZL","ZDF","OK",185.332,2.1634,-6.42067,-13.2665,5e-05,0.00520877,"yes"
"34970","XLOC_034970","XLOC_034970","Sntb1","7:95395425-95669809","ZL","ZDF","OK",11.0574,2.50556,-2.14181,-4.38679,5e-05,0.00520877,"yes"
"35338","XLOC_035338","XLOC_035338","Ddn","7:140479710-140485498","ZL","ZDF","OK",5.82543,0.933653,-2.64141,-4.07245,5e-05,0.00520877,"yes"
"38385","XLOC_038385","XLOC_038385","Col3a1","9:52023236-52059949","ZL","ZDF","OK",974.069,202.637,-2.26513,-0.162308,0.0498,0.372578,"no"
"40574","XLOC_040574","XLOC_040574","AC095267.2","X:156235541-156236046","ZL","ZDF","OK",0.630031,0,-Inf,NA,0.04585,0.359682,"no"
"41225","XLOC_041225","XLOC_041225","Apln","X:134856725-134866210","ZL","ZDF","OK",7.77785,1.48622,-2.38773,-4.70403,5e-05,0.00520877,"yes"
