"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"29","XLOC_000029","XLOC_000029","Nmbr","1:8933830-8944987","ZL","ZDF","NOTEST",0.108835,0.113014,0.0543608,0,1,1,"no"
"30","XLOC_000030","XLOC_000030","SNORA17","1:9201883-9202014","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"31","XLOC_000031","XLOC_000031","AABR07000325.1","1:9848302-9849453","ZL","ZDF","NOTEST",0,0.0548501,Inf,0,1,1,"no"
"32","XLOC_000032","XLOC_000032","U7","1:10193439-10193504","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"33","XLOC_000033","XLOC_000033","U7","1:10195250-10195312","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"35","XLOC_000035","XLOC_000035","AABR07000356.1","1:10775638-10775765","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"36","XLOC_000036","XLOC_000036","LOC100909435","1:11758229-11759168","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"37","XLOC_000037","XLOC_000037","AABR07000382.1","1:11766991-11772215","ZL","ZDF","NOTEST",0.113671,0.196538,0.789943,0,1,1,"no"
"38","XLOC_000038","XLOC_000038","AABR07000385.1","1:11873205-11873466","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"39","XLOC_000039","XLOC_000039","pRNA","1:11962749-11962836","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"40","XLOC_000040","XLOC_000040","LOC100909555","1:11963835-11968939","ZL","ZDF","HIDATA",0,5449.39,0,0,1,1,"no"
"41","XLOC_000041","XLOC_000041","5_8S_rRNA","1:11970091-11970244","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"42","XLOC_000042","XLOC_000042","AABR07000402.1","1:11974141-11974190","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"43","XLOC_000043","XLOC_000043","AABR07000404.1","1:11975021-11975070","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"44","XLOC_000044","XLOC_000044","AABR07000411.1","1:12006597-12136637","ZL","ZDF","NOTEST",0.169619,0.0703985,-1.26868,0,1,1,"no"
"45","XLOC_000045","XLOC_000045","AABR07000433.1","1:12400647-12410192","ZL","ZDF","NOTEST",0,0.0198375,Inf,0,1,1,"no"
"46","XLOC_000046","XLOC_000046","Cited2","1:12823362-12825786","ZL","ZDF","OK",14.8089,16.6877,0.172318,0.364897,0.6001,0.892323,"no"
"47","XLOC_000047","XLOC_000047","AC128394.1","1:12906898-12908181","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"48","XLOC_000048","XLOC_000048","Txlnb","1:12915681-12962353","ZL","ZDF","OK",56.6342,23.7268,-1.25515,-2.03866,0.0053,0.115004,"no"
"49","XLOC_000049","XLOC_000049","Reps1","1:13212323-13298585","ZL","ZDF","OK",3.43868,2.65182,-0.374871,-0.746594,0.29415,0.713497,"no"
"50","XLOC_000050","XLOC_000050","AABR07000451.1","1:13344900-13382067","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"51","XLOC_000051","XLOC_000051","Nhsl1","1:13570053-13705396","ZL","ZDF","OK",4.49135,2.26018,-0.990713,-2.07892,0.00245,0.0719966,"no"
"52","XLOC_000052","XLOC_000052","AABR07000458.1","1:13723248-13723349","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"54","XLOC_000054","XLOC_000054","Perp","1:14224392-14236846","ZL","ZDF","OK",35.1143,24.721,-0.50632,-0.931196,0.1849,0.618777,"no"
"55","XLOC_000055","XLOC_000055","LOC102550206","1:14507955-14512887","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"56","XLOC_000056","XLOC_000056","AABR07000484.1","1:14527715-14549472","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"57","XLOC_000057","XLOC_000057","Olig3","1:14797765-14799835","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"58","XLOC_000058","XLOC_000058","AABR07000493.1","1:14938229-14950781","ZL","ZDF","NOTEST",0,0.0467643,Inf,0,1,1,"no"
"59","XLOC_000059","XLOC_000059","Ifngr1","1:15062256-15082126","ZL","ZDF","OK",40.7086,69.0111,0.761492,1.4552,0.03725,0.325564,"no"
"60","XLOC_000060","XLOC_000060","Il22ra2","1:15093598-15106954","ZL","ZDF","OK",0.262508,1.04228,1.98931,2.59852,0.0016,0.05794,"no"
"61","XLOC_000061","XLOC_000061","Il20ra","1:15180327-15222785","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"62","XLOC_000062","XLOC_000062","AC136053.1","1:15247332-15255928","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"64","XLOC_000064","XLOC_000064","Map3k5","1:15412472-15615066","ZL","ZDF","OK",8.42359,10.5625,0.326445,0.654219,0.3463,0.759129,"no"
"65","XLOC_000065","XLOC_000065","Map7","1:15620652-15748203","ZL","ZDF","OK",2.16424,1.88916,-0.196112,-0.382739,0.59455,0.890745,"no"
"66","XLOC_000066","XLOC_000066","U6","1:15778172-15778279","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"67","XLOC_000067","XLOC_000067","Bclaf1","1:15782476-15860624","ZL","ZDF","OK",18.6904,25.9025,0.470794,0.711117,0.28005,0.703437,"no"
"68","XLOC_000068","XLOC_000068","SNORA41","1:16389825-16389966","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"69","XLOC_000069","XLOC_000069","AABR07000523.1","1:16449175-16463107","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"70","XLOC_000070","XLOC_000070","Ahi1","1:16478110-16601769","ZL","ZDF","OK",2.28879,1.15339,-0.988705,-1.80771,0.01075,0.174904,"no"
"71","XLOC_000071","XLOC_000071","Hbs1l","1:16819081-16896405","ZL","ZDF","OK",29.0798,18.7597,-0.632382,-1.27131,0.0674,0.418627,"no"
"72","XLOC_000072","XLOC_000072","Aldh8a1","1:16910068-16930481","ZL","ZDF","NOTEST",0.0194129,0.00799947,-1.27904,0,1,1,"no"
"73","XLOC_000073","XLOC_000073","U6","1:16969942-16970046","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"74","XLOC_000074","XLOC_000074","RNaseP_nuc","1:16995738-16995982","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"75","XLOC_000075","XLOC_000075","AABR07000544.1","1:17432105-17432481","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"76","XLOC_000076","XLOC_000076","AABR07000550.1","1:17445048-18058168","ZL","ZDF","OK",1.56955,0.869643,-0.851855,-0.124459,0.6771,0.920201,"no"
"77","XLOC_000077","XLOC_000077","RGD1560695","1:18353811-18354534","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"78","XLOC_000078","XLOC_000078","Lama2","1:18491177-19143489","ZL","ZDF","OK",24.869,15.9149,-0.643971,-1.07279,0.13335,0.549113,"no"
"79","XLOC_000079","XLOC_000079","U6","1:18491177-19143489","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"80","XLOC_000080","XLOC_000080","L3mbtl3","1:19999866-20098877","ZL","ZDF","OK",1.50968,2.37695,0.654869,1.2885,0.06595,0.415491,"no"
"81","XLOC_000081","XLOC_000081","LOC100360791","1:20115994-20116513","ZL","ZDF","OK",0.983137,0.699271,-0.491539,-0.413723,0.5613,0.876585,"no"
"82","XLOC_000082","XLOC_000082","Tmem200a","1:20331885-20412381","ZL","ZDF","NOTEST",0.0174578,0.0244685,0.487056,0,1,1,"no"
"83","XLOC_000083","XLOC_000083","U11","1:20331885-20412381","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"84","XLOC_000084","XLOC_000084","Smlr1","1:20856186-20877716","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"85","XLOC_000085","XLOC_000085","Akap7","1:21141969-21265686","ZL","ZDF","OK",5.85222,2.78698,-1.07028,-1.33108,0.0821,0.452275,"no"
"86","XLOC_000086","XLOC_000086","SNORA17","1:21141969-21265686","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"87","XLOC_000087","XLOC_000087","AABR07071851.1","1:21437788-21465729","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"88","XLOC_000088","XLOC_000088","Arg1","1:21525420-21537863","ZL","ZDF","OK",0.623531,0.520151,-0.261531,-0.311112,0.6714,0.918348,"no"
"89","XLOC_000089","XLOC_000089","Enpp3","1:21613147-21684480","ZL","ZDF","OK",6.39336,7.20689,0.172801,0.372982,0.58935,0.888897,"no"
"90","XLOC_000090","XLOC_000090","Enpp1","1:21748233-21815870","ZL","ZDF","OK",6.14022,8.00088,0.381869,0.812413,0.25525,0.680953,"no"
"91","XLOC_000091","XLOC_000091","Taar9","1:22319352-22320369","ZL","ZDF","NOTEST",0,0.0245423,Inf,0,1,1,"no"
"92","XLOC_000092","XLOC_000092","AABR07000663.1","1:22332089-22350348","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"93","XLOC_000093","XLOC_000093","LOC100910174","1:22364550-22365675","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"94","XLOC_000094","XLOC_000094","AC128759.1","1:22528742-22529735","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"95","XLOC_000095","XLOC_000095","Taar6","1:22536198-22537236","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"96","XLOC_000096","XLOC_000096","LOC100360573","1:22758211-22760370","ZL","ZDF","OK",543.14,669.197,0.301106,0.502659,0.4695,0.840397,"no"
"97","XLOC_000097","XLOC_000097","SNORD101","1:22758211-22760370","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"98","XLOC_000098","XLOC_000098","SNORD100","1:22758211-22760370","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"99","XLOC_000099","XLOC_000099","SNORA33","1:22758211-22760370","ZL","ZDF","OK",26.6338,76.7702,1.52729,0.0416375,0.5571,0.875625,"no"
"100","XLOC_000100","XLOC_000100","Eya4","1:23221236-23613426","ZL","ZDF","OK",3.76405,3.97582,0.078968,0.166312,0.81335,0.951882,"no"
"101","XLOC_000101","XLOC_000101","Tcf21","1:23906716-23909566","ZL","ZDF","OK",14.5016,14.0368,-0.0469935,-0.100696,0.88605,0.968451,"no"
"102","XLOC_000102","XLOC_000102","Tbpl1","1:23977661-24056376","ZL","ZDF","OK",15.1732,14.0247,-0.113555,-0.178476,0.80135,0.950964,"no"
"103","XLOC_000103","XLOC_000103","AABR07000714.2","1:24076917-24081784","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"104","XLOC_000104","XLOC_000104","SNORD23","1:24306049-24306156","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"105","XLOC_000105","XLOC_000105","AABR07000723.1","1:24737324-24740179","ZL","ZDF","OK",0.893958,0.525024,-0.767824,-0.631383,0.32815,0.744361,"no"
"106","XLOC_000106","XLOC_000106","AABR07000725.1","1:24825370-24828485","ZL","ZDF","NOTEST",0.0151806,0,-Inf,0,1,1,"no"
"107","XLOC_000107","XLOC_000107","LOC367485","1:24900857-24905169","ZL","ZDF","NOTEST",0.0188382,0,-Inf,0,1,1,"no"
"108","XLOC_000108","XLOC_000108","Clvs2","1:25173241-25296137","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"109","XLOC_000109","XLOC_000109","Nkain2","1:27476374-28159290","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"110","XLOC_000110","XLOC_000110","U4","1:27476374-28159290","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"111","XLOC_000111","XLOC_000111","AABR07000902.1","1:27476374-28159290","ZL","ZDF","OK",2.53175,3.08063,0.283094,0.179264,0.79095,0.949161,"no"
"112","XLOC_000112","XLOC_000112","Rnf217","1:28301880-28391928","ZL","ZDF","OK",3.66054,2.49436,-0.553387,-1.07695,0.1277,0.540634,"no"
"113","XLOC_000113","XLOC_000113","Tpd52l1","1:28454965-28600586","ZL","ZDF","OK",37.73,41.6264,0.141785,0.178372,0.7979,0.949837,"no"
"114","XLOC_000114","XLOC_000114","5S_rRNA","1:28454965-28600586","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"115","XLOC_000115","XLOC_000115","Hey2","1:29191191-29201531","ZL","ZDF","OK",3.79829,2.073,-0.873628,-1.71235,0.015,0.212308,"no"
"116","XLOC_000116","XLOC_000116","Ncoa7","1:29225706-29386826","ZL","ZDF","OK",3.61182,4.23787,0.230612,0.459018,0.50945,0.85843,"no"
"117","XLOC_000117","XLOC_000117","5S_rRNA","1:29225706-29386826","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"118","XLOC_000118","XLOC_000118","Hint3","1:29413364-29423347","ZL","ZDF","OK",22.4463,13.8257,-0.699127,-1.43335,0.04945,0.37198,"no"
"119","XLOC_000119","XLOC_000119","Trmt11","1:29432151-29487791","ZL","ZDF","OK",3.06759,2.98239,-0.0406374,-0.070654,0.9167,0.975457,"no"
"120","XLOC_000120","XLOC_000120","Cenpw","1:29915442-29920598","ZL","ZDF","OK",0.378035,0.113498,-1.73586,-1.35161,0.0779,0.43962,"no"
"121","XLOC_000121","XLOC_000121","SNORA17","1:30027000-30027123","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"122","XLOC_000122","XLOC_000122","AABR07000968.2","1:30196151-30197158","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"123","XLOC_000123","XLOC_000123","Rspo3","1:30681680-30766860","ZL","ZDF","NOTEST",0.00632989,0.0133738,1.07916,0,1,1,"no"
"124","XLOC_000124","XLOC_000124","Rnf146","1:30856955-30874013","ZL","ZDF","OK",17.5655,17.0731,-0.0410148,-0.0887651,0.8993,0.971968,"no"
"125","XLOC_000125","XLOC_000125","Gm9996","1:31124824-31125160","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"126","XLOC_000126","XLOC_000126","SNORA17","1:31163818-31163934","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"127","XLOC_000127","XLOC_000127","LOC100912599","1:31264754-31273159","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"128","XLOC_000128","XLOC_000128","RGD1311933","1:31409578-31425662","ZL","ZDF","NOTEST",0.131443,0.0548341,-1.26129,0,1,1,"no"
"129","XLOC_000129","XLOC_000129","AC094217.1","1:31436711-31437203","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"130","XLOC_000130","XLOC_000130","RNaseP_nuc","1:31443438-31443685","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"131","XLOC_000131","XLOC_000131","Lrrc14b","1:31530911-31545559","ZL","ZDF","OK",26.0609,9.67713,-1.42924,-2.09284,0.0035,0.0887353,"no"
"132","XLOC_000132","XLOC_000132","Sdha","1:31545615-31571230","ZL","ZDF","OK",432.967,188.145,-1.20241,-1.21701,0.07725,0.438655,"no"
"133","XLOC_000133","XLOC_000133","Pdcd6","1:31576121-31591862","ZL","ZDF","OK",32.8837,24.4342,-0.428466,-0.911023,0.1913,0.625274,"no"
"134","XLOC_000134","XLOC_000134","Ahrr","1:31603296-31698329","ZL","ZDF","NOTEST",0.0554719,0.0235229,-1.23769,0,1,1,"no"
"135","XLOC_000135","XLOC_000135","Exoc3","1:31700952-31777070","ZL","ZDF","OK",15.7806,10.5419,-0.582018,-1.16302,0.0978,0.484613,"no"
"136","XLOC_000136","XLOC_000136","Cep72","1:31834999-31890778","ZL","ZDF","OK",0.395934,0.437619,0.144417,0.0343238,0.94075,0.978754,"no"
"138","XLOC_000138","XLOC_000138","AABR07001001.1","1:31937652-31939296","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"139","XLOC_000139","XLOC_000139","Trip13","1:31967977-32012919","ZL","ZDF","OK",0.489648,0.274681,-0.833986,-1.00212,0.15475,0.580867,"no"
"140","XLOC_000140","XLOC_000140","Nkd2","1:32058043-32085310","ZL","ZDF","OK",2.95183,4.1349,0.486244,1.03391,0.1439,0.562999,"no"
"142","XLOC_000142","XLOC_000142","Slc6a19","1:32191847-32220045","ZL","ZDF","NOTEST",0.0203801,0.0440065,1.11055,0,1,1,"no"
"143","XLOC_000143","XLOC_000143","Slc6a18","1:32221635-32236051","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"144","XLOC_000144","XLOC_000144","AC142421.2","1:32240143-32244377","ZL","ZDF","NOTEST",0,0.0901732,Inf,0,1,1,"no"
"145","XLOC_000145","XLOC_000145","AABR07001003.1","1:32453812-32476611","ZL","ZDF","NOTEST",0.0114059,0,-Inf,0,1,1,"no"
"146","XLOC_000146","XLOC_000146","LOC679739","1:32573227-32581781","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"147","XLOC_000147","XLOC_000147","AABR07001006.1","1:32661250-32662221","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"149","XLOC_000149","XLOC_000149","AABR07001018.3","1:33721419-33741396","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"150","XLOC_000150","XLOC_000150","AABR07001018.1","1:33794802-33797299","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"151","XLOC_000151","XLOC_000151","AABR07001018.4","1:33804874-33810864","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"152","XLOC_000152","XLOC_000152","Irx1","1:33910911-33916741","ZL","ZDF","OK",1.24243,1.01023,-0.29848,-0.478398,0.5123,0.859707,"no"
"153","XLOC_000153","XLOC_000153","Adamts16","1:35067489-35198939","ZL","ZDF","NOTEST",0.00831531,0.0277162,1.73689,0,1,1,"no"
"154","XLOC_000154","XLOC_000154","Ice1","1:35280700-35320121","ZL","ZDF","OK",7.41449,9.61907,0.375549,0.621023,0.36985,0.77588,"no"
"155","XLOC_000155","XLOC_000155","AABR07001048.1","1:35526238-35527033","ZL","ZDF","NOTEST",0.102483,0.109016,0.0891656,0,1,1,"no"
"157","XLOC_000157","XLOC_000157","LOC679881","1:35741318-35996536","ZL","ZDF","NOTEST",0.191075,0.0976506,-0.96844,0,1,1,"no"
"158","XLOC_000158","XLOC_000158","AABR07001054.2","1:35741318-35996536","ZL","ZDF","NOTEST",0.055381,0.0243832,-1.1835,0,1,1,"no"
"159","XLOC_000159","XLOC_000159","AABR07001057.1","1:36180488-36180592","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"160","XLOC_000160","XLOC_000160","Ube2ql1","1:36185915-36226276","ZL","ZDF","OK",8.822,2.43766,-1.85561,-3.64457,5e-05,0.00520877,"yes"
"161","XLOC_000161","XLOC_000161","Srd5a1","1:36320460-36354756","ZL","ZDF","OK",0.516172,0.693468,0.425977,0.628234,0.36615,0.774321,"no"
"162","XLOC_000162","XLOC_000162","Papd7","1:36400442-36433238","ZL","ZDF","OK",5.95984,6.85499,0.201883,0.417359,0.5512,0.874859,"no"
"163","XLOC_000163","XLOC_000163","AABR07001061.1","1:36589270-36683850","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"164","XLOC_000164","XLOC_000164","AABR07001068.1","1:37059411-37162589","ZL","ZDF","NOTEST",0.232147,0,-Inf,0,1,1,"no"
"165","XLOC_000165","XLOC_000165","Adcy2","1:37507275-37698390","ZL","ZDF","OK",0.648301,0.465321,-0.478436,-0.697395,0.32525,0.741939,"no"
"166","XLOC_000166","XLOC_000166","U6","1:37507275-37698390","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"167","XLOC_000167","XLOC_000167","Mtrr","1:37734397-37775295","ZL","ZDF","OK",13.5102,7.97377,-0.760715,-1.05931,0.1371,0.553352,"no"
"168","XLOC_000168","XLOC_000168","U7","1:37822931-37822996","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"169","XLOC_000169","XLOC_000169","U6","1:37865410-37865508","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"171","XLOC_000171","XLOC_000171","rno-mir-29b-2","1:38238375-38238459","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"172","XLOC_000172","XLOC_000172","Ppp1r14c","1:39811313-39923079","ZL","ZDF","OK",42.3758,19.77,-1.09992,-2.1086,0.00285,0.0792985,"no"
"173","XLOC_000173","XLOC_000173","Iyd","1:40086469-40101840","ZL","ZDF","NOTEST",0.0247953,0.0247719,-0.00136476,0,1,1,"no"
"174","XLOC_000174","XLOC_000174","Plekhg1","1:40287035-40521389","ZL","ZDF","OK",3.37608,4.0333,0.256614,0.55036,0.4361,0.820073,"no"
"175","XLOC_000175","XLOC_000175","Mthfd1l","1:40529044-40719391","ZL","ZDF","OK",1.24309,0.883507,-0.492623,-0.877908,0.1943,0.630392,"no"
"176","XLOC_000176","XLOC_000176","U1","1:40529044-40719391","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"177","XLOC_000177","XLOC_000177","Akap12","1:40816106-40906619","ZL","ZDF","OK",7.78088,8.86693,0.188501,0.396494,0.5783,0.884607,"no"
"178","XLOC_000178","XLOC_000178","Armt1","1:40982722-41006373","ZL","ZDF","OK",14.8501,7.79395,-0.930044,-1.9733,0.006,0.12372,"no"
"179","XLOC_000179","XLOC_000179","SNORA73","1:40982722-41006373","ZL","ZDF","OK",5.35689,25.4036,2.24556,0.349451,0.47645,0.842879,"no"
"180","XLOC_000180","XLOC_000180","Ccdc170","1:41065715-41125835","ZL","ZDF","NOTEST",0.056673,0.0510056,-0.152008,0,1,1,"no"
"181","XLOC_000181","XLOC_000181","Esr1","1:41192823-41594799","ZL","ZDF","OK",2.99815,1.65874,-0.853982,-0.878993,0.21785,0.652308,"no"
"182","XLOC_000182","XLOC_000182","Rn60_1_0427.1","1:41192823-41594799","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"183","XLOC_000183","XLOC_000183","U6","1:41832829-42086601","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"184","XLOC_000184","XLOC_000184","Myct1","1:42121582-42134402","ZL","ZDF","OK",34.9171,48.7422,0.481238,0.699967,0.31635,0.732816,"no"
"185","XLOC_000185","XLOC_000185","Vip","1:42169500-42177579","ZL","ZDF","NOTEST",0.102733,0.143363,0.480778,0,1,1,"no"
"186","XLOC_000186","XLOC_000186","AABR07001392.1","1:42216725-42233317","ZL","ZDF","NOTEST",0.0122008,0,-Inf,0,1,1,"no"
"187","XLOC_000187","XLOC_000187","snoU2_19","1:42473052-42486035","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"188","XLOC_000188","XLOC_000188","snoU2-30","1:42473052-42486035","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"189","XLOC_000189","XLOC_000189","AABR07001416.2","1:42967294-42971208","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"190","XLOC_000190","XLOC_000190","Oprm1","1:43454802-43704948","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"191","XLOC_000191","XLOC_000191","Rn60_1_0437.1","1:43454802-43704948","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"192","XLOC_000192","XLOC_000192","U6","1:43982681-43982777","ZL","ZDF","NOTEST",0,0,0,0,1,1,"no"
"193","XLOC_000193","XLOC_000193","Scaf8","1:44019058-44170995","ZL","ZDF","OK",10.5527,10.4948,-0.00792948,-0.0160136,0.9807,0.990114,"no"
"194","XLOC_000194","XLOC_000194","AABR07001444.1","1:44201652-44228243","ZL","ZDF","OK",0.155972,0.482936,1.63054,0.985038,0.1833,0.616954,"no"
