"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"14386","XLOC_014386","XLOC_014386","Sh2d4b","16:17611114-17709848","ZL","ZDF","OK",0.139478,1.15975,3.05571,2.9768,0.00275,0.0773979,"no"
"14940","XLOC_014940","XLOC_014940","Npy1r","16:24779476-24788740","ZL","ZDF","OK",0.655556,2.76579,2.0769,3.24152,5e-05,0.00520877,"yes"
"15201","XLOC_015201","XLOC_015201","Mcf2l","16:81839601-81980027","ZL","ZDF","OK",15.1148,62.7962,2.05472,3.29247,1e-04,0.00897184,"yes"
"16117","XLOC_016117","XLOC_016117","RGD1564827","17:4118599-4190647","ZL","ZDF","OK",0.604674,2.84317,2.23327,1.72937,0.0069,0.135177,"no"
"17407","XLOC_017407","XLOC_017407","Mir3557","18:56619657-56728993","ZL","ZDF","OK",2.2357,317.475,7.14977,0.128265,0.0344,0.315983,"no"
"17826","XLOC_017826","XLOC_017826","U6","18:60284742-60287841","ZL","ZDF","OK",0.0876234,0.755665,3.10836,0.520555,0.03555,0.319732,"no"
"17842","XLOC_017842","XLOC_017842","Mc4r","18:62612837-62614725","ZL","ZDF","OK",0.403255,2.43288,2.5929,3.3567,0.00045,0.0253627,"yes"
"19685","XLOC_019685","XLOC_019685","SNORA70","2:119112512-119162714","ZL","ZDF","OK",0.520582,15.5283,4.89863,0.597336,0.02715,0.284454,"no"
"19767","XLOC_019767","XLOC_019767","SNORA17","2:142743244-142744447","ZL","ZDF","OK",0.286569,111.032,8.59788,5.0241,0.00025,0.0171727,"yes"
"19853","XLOC_019853","XLOC_019853","RGD1563962","2:165800970-165818433","ZL","ZDF","OK",0.476358,2.55221,2.42163,1.99107,0.0036,0.0905396,"no"
"20278","XLOC_020278","XLOC_020278","Elovl6","2:234375314-234483149","ZL","ZDF","OK",0.225069,0.902527,2.0036,2.52716,0.00165,0.0590695,"no"
"20534","XLOC_020534","XLOC_020534","AABR07007874.1","2:32297365-32297914","ZL","ZDF","OK",0,0.711913,Inf,NA,0.0034,0.0872058,"no"
"20799","XLOC_020799","XLOC_020799","Gpr160","2:116105110-116161998","ZL","ZDF","OK",0.659349,2.67028,2.01788,2.81483,1e-04,0.00897184,"yes"
"21126","XLOC_021126","XLOC_021126","S100a9","2:190097553-190100276","ZL","ZDF","OK",1.60161,9.34374,2.54447,3.22261,0.00015,0.0121666,"yes"
"22319","XLOC_022319","XLOC_022319","AC106225.1","20:7887495-7889513","ZL","ZDF","OK",0.498254,45.3891,6.50932,1.70746,0.00475,0.107639,"no"
"22349","XLOC_022349","XLOC_022349","AABR07044570.1","20:10727512-10729072","ZL","ZDF","OK",0.145881,0.649605,2.15477,1.81356,0.0378,0.327764,"no"
"22794","XLOC_022794","XLOC_022794","Tff3","20:9850802-9855481","ZL","ZDF","OK",0,1.53018,Inf,NA,0.01155,0.183572,"no"
"22934","XLOC_022934","XLOC_022934","Ddit4","20:29509288-29511382","ZL","ZDF","OK",13.0198,62.2595,2.25758,4.58041,5e-05,0.00520877,"yes"
"24252","XLOC_024252","XLOC_024252","AABR07054264.1","3:145764931-145773355","ZL","ZDF","OK",1.03785,4.25534,2.03567,2.95496,0.00015,0.0121666,"yes"
"24535","XLOC_024535","XLOC_024535","Cdh26","3:173969272-174021348","ZL","ZDF","OK",1.32391,5.3235,2.00756,3.7853,5e-05,0.00520877,"yes"
"25261","XLOC_025261","XLOC_025261","RNaseP_nuc","3:98121790-98122068","ZL","ZDF","OK",0,1.5907,Inf,NA,0.00865,0.153088,"no"
"25811","XLOC_025811","XLOC_025811","Ptk6","3:176698025-176706896","ZL","ZDF","OK",0.103248,1.15757,3.48692,3.34291,0.0014,0.0536122,"no"
"25812","XLOC_025812","XLOC_025812","Srms","3:176709561-176716596","ZL","ZDF","OK",1.26962,7.73341,2.60671,4.92291,5e-05,0.00520877,"yes"
"26485","XLOC_026485","XLOC_026485","AABR07059372.1","4:16827372-16831712","ZL","ZDF","OK",1.62453,10.9716,2.75568,2.56904,6e-04,0.0314014,"yes"
"26826","XLOC_026826","XLOC_026826","Nt5c3a","4:87237895-87282747","ZL","ZDF","OK",1.90296,7.77513,2.03062,1.88482,0.0139,0.204099,"no"
"27073","XLOC_027073","XLOC_027073","AABR07061448.2","4:125187160-125241281","ZL","ZDF","OK",3.14885,12.9088,2.03545,4.12895,5e-05,0.00520877,"yes"
"27207","XLOC_027207","XLOC_027207","Slc6a13","4:153874851-153912155","ZL","ZDF","OK",0.0949066,0.449272,2.24301,1.96272,0.0235,0.265599,"no"
"27227","XLOC_027227","XLOC_027227","Clec4d","4:156253078-156264769","ZL","ZDF","OK",0.0998422,0.749329,2.90788,3.18629,0.0013,0.0510273,"no"
"27356","XLOC_027356","XLOC_027356","Pik3c2g","4:173732247-174102496","ZL","ZDF","OK",0.049431,0.422993,3.09715,3.31621,0.0011,0.0464983,"yes"
"27418","XLOC_027418","XLOC_027418","Cnpy1","4:476139-482833","ZL","ZDF","OK",0.271466,2.58994,3.25408,1.75582,0.0089,0.156255,"no"
"28151","XLOC_028151","XLOC_028151","Clec4e","4:156270137-156276304","ZL","ZDF","OK",0.721721,4.34407,2.58953,3.08088,1e-04,0.00897184,"yes"
"28188","XLOC_028188","XLOC_028188","Kcna5","4:159075544-159079466","ZL","ZDF","OK",2.16568,9.28471,2.10004,3.78013,5e-05,0.00520877,"yes"
"28228","XLOC_028228","XLOC_028228","Clec12b","4:163141131-163157744","ZL","ZDF","OK",0.231121,1.33785,2.5332,3.06324,0.00035,0.0213112,"yes"
"28230","XLOC_028230","XLOC_028230","Clec9a","4:163172287-163214678","ZL","ZDF","OK",0.732817,3.35083,2.19299,1.61737,0.03275,0.309093,"no"
"28294","XLOC_028294","XLOC_028294","Gprc5d","4:168872777-168884886","ZL","ZDF","OK",0.859786,4.28495,2.31723,3.39841,0.00015,0.0121666,"yes"
"29345","XLOC_029345","XLOC_029345","Orm1","5:79179416-79182820","ZL","ZDF","OK",0.443599,2.5073,2.4988,2.85344,0.001,0.0438743,"yes"
"29745","XLOC_029745","XLOC_029745","Map3k6","5:151436463-151448449","ZL","ZDF","OK",1.36566,6.76275,2.30801,4.73084,5e-05,0.00520877,"yes"
"30207","XLOC_030207","XLOC_030207","Olr836","5:59265333-59266293","ZL","ZDF","OK",0.156349,0.815873,2.38358,1.73892,0.04985,0.372578,"no"
"30565","XLOC_030565","XLOC_030565","Tspan1","5:135019777-135032397","ZL","ZDF","OK",0.537404,2.252,2.06713,2.60788,0.00025,0.0171727,"yes"
"30723","XLOC_030723","XLOC_030723","Tinagl1","5:148382509-148392762","ZL","ZDF","OK",17.6414,84.7113,2.26359,4.49257,5e-05,0.00520877,"yes"
"30865","XLOC_030865","XLOC_030865","Fhad1","5:160437895-160555083","ZL","ZDF","OK",0.070153,0.411267,2.5515,2.80665,0.00205,0.0679654,"no"
"30916","XLOC_030916","XLOC_030916","Rbp7","5:166278186-166282831","ZL","ZDF","OK",42.299,247.854,2.55079,4.92608,5e-05,0.00520877,"yes"
"31544","XLOC_031544","XLOC_031544","Gtf2a1l","6:12415294-12468596","ZL","ZDF","OK",0.235842,1.3277,2.49304,3.12356,5e-05,0.00520877,"yes"
"31949","XLOC_031949","XLOC_031949","AC128618.1","6:107485248-107493798","ZL","ZDF","OK",0.355516,2.02586,2.51055,3.27486,2e-04,0.014703,"yes"
"31997","XLOC_031997","XLOC_031997","Tmem63c","6:111049558-111120799","ZL","ZDF","OK",0.309136,2.41288,2.96444,4.81427,5e-05,0.00520877,"yes"
"32460","XLOC_032460","XLOC_032460","Greb1","6:41932243-42002819","ZL","ZDF","OK",0.684942,4.23485,2.62826,5.29178,5e-05,0.00520877,"yes"
"34078","XLOC_034078","XLOC_034078","AABR07058174.1","7:103621707-103693164","ZL","ZDF","OK",0.226699,1.18063,2.38071,2.12949,0.01885,0.238127,"no"
"34114","XLOC_034114","XLOC_034114","Gpihbp1","7:116632439-116635526","ZL","ZDF","OK",42.7139,285.324,2.73982,5.2115,5e-05,0.00520877,"yes"
"34656","XLOC_034656","XLOC_034656","Angptl4","7:18627807-18634079","ZL","ZDF","OK",2.04949,39.3557,4.26323,7.75075,5e-05,0.00520877,"yes"
"35057","XLOC_035057","XLOC_035057","Arc","7:115907096-115913385","ZL","ZDF","OK",1.08617,7.72495,2.83027,5.06035,5e-05,0.00520877,"yes"
"35074","XLOC_035074","XLOC_035074","Ly6h","7:116605557-116607674","ZL","ZDF","OK",0.32841,2.05783,2.64755,2.37336,0.00215,0.0691935,"no"
"35191","XLOC_035191","XLOC_035191","SNORA44","7:123162410-123168720","ZL","ZDF","OK",1.22119,9.31516,2.93129,2.84363,0.00125,0.0495961,"yes"
"37145","XLOC_037145","XLOC_037145","AABR07070161.6","8:55537788-55538430","ZL","ZDF","OK",0,0.370268,Inf,NA,0.0126,0.193408,"no"
"38718","XLOC_038718","XLOC_038718","Ddx11","9:114004094-114152716","ZL","ZDF","OK",3.22039,12.9723,2.01013,4.12116,5e-05,0.00520877,"yes"
