"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"6816","XLOC_006816","XLOC_006816","Slc2a4","10:56546709-56558575","ZL","ZDF","OK",166.745,28.8214,-2.53243,-3.57429,5e-05,0.00520877,"yes"
"7086","XLOC_007086","XLOC_007086","Pdk2","10:82838161-82852849","ZL","ZDF","OK",170.124,53.4829,-1.66944,-2.31906,0.001,0.0438743,"yes"
"7120","XLOC_007120","XLOC_007120","LOC691153","10:85572571-85574889","ZL","ZDF","OK",0.87533,0.220668,-1.98795,-2.33017,0.0033,0.085843,"no"
"7150","XLOC_007150","XLOC_007150","Top2a","10:86901006-86932154","ZL","ZDF","OK",1.47151,0.484979,-1.6013,-2.72582,7e-04,0.0348115,"yes"
"7320","XLOC_007320","XLOC_007320","Cacng4","10:95951233-96015499","ZL","ZDF","OK",0.817662,0.263997,-1.63098,-2.39796,0.0016,0.05794,"no"
"7359","XLOC_007359","XLOC_007359","Fads6","10:103831737-103848224","ZL","ZDF","OK",15.817,3.49089,-2.17981,-4.35281,5e-05,0.00520877,"yes"
"7457","XLOC_007457","XLOC_007457","Dcxr","10:109904258-109909780","ZL","ZDF","OK",47.6029,13.7576,-1.79082,-3.02209,2e-04,0.014703,"yes"
"8051","XLOC_008051","XLOC_008051","Chaf1b","11:34101196-34121378","ZL","ZDF","OK",0.436034,0.141511,-1.62352,-1.5936,0.03245,0.308322,"no"
"8181","XLOC_008181","XLOC_008181","Gap43","11:58624197-58717914","ZL","ZDF","OK",0.827651,0.233074,-1.82823,-1.93769,0.0202,0.247225,"no"
"8228","XLOC_008228","XLOC_008228","Fbxo40","11:66713887-66731198","ZL","ZDF","OK",29.4424,8.91609,-1.72341,-3.40875,5e-05,0.00520877,"yes"
"8436","XLOC_008436","XLOC_008436","Epha3","11:420977-782954","ZL","ZDF","OK",1.05012,0.290717,-1.85287,-1.55723,0.0026,0.0741253,"no"
"8568","XLOC_008568","XLOC_008568","Fam3b","11:37922291-37993207","ZL","ZDF","OK",0.699832,0.194355,-1.84832,-1.66154,0.01035,0.171313,"no"
"8719","XLOC_008719","XLOC_008719","Smco1","11:71754901-71757801","ZL","ZDF","OK",2.40208,0.834748,-1.52487,-2.01123,0.00945,0.162663,"no"
"8731","XLOC_008731","XLOC_008731","Bdh1","11:72577437-72614888","ZL","ZDF","OK",47.1438,8.72288,-2.43419,-4.76474,5e-05,0.00520877,"yes"
"9596","XLOC_009596","XLOC_009596","Mmab","12:47920742-47935525","ZL","ZDF","OK",7.24225,2.52281,-1.52141,-3.06632,1e-04,0.00897184,"yes"
"9615","XLOC_009615","XLOC_009615","Myo18b","12:49761049-49979881","ZL","ZDF","OK",15.0691,5.2238,-1.52842,-2.76641,1e-04,0.00897184,"yes"
"9661","XLOC_009661","XLOC_009661","Fcer2","12:2233777-2245360","ZL","ZDF","OK",2.2322,0.742059,-1.58886,-2.46891,0.00145,0.0545761,"no"
"9884","XLOC_009884","XLOC_009884","Metazoa_SRP","12:24796271-24796570","ZL","ZDF","OK",7.93987,0.935395,-3.08547,-4.13968,0.03795,0.328159,"no"
"10095","XLOC_010095","XLOC_010095","AABR07036649.2,Zfp605","12:52606559-52676608","ZL","ZDF","OK",24.4755,7.31467,-1.74247,-7.95107,0.0318,0.30604,"no"
"10402","XLOC_010402","XLOC_010402","Serpinb7","13:27282495-27354224","ZL","ZDF","OK",0.517166,0.140085,-1.88432,-1.41902,0.04375,0.351873,"no"
"10418","XLOC_010418","XLOC_010418","Sctr","13:36039255-36090760","ZL","ZDF","OK",7.34287,0.302011,-4.60367,-6.00335,5e-05,0.00520877,"yes"
"10497","XLOC_010497","XLOC_010497","Ppfia4","13:51134524-51183269","ZL","ZDF","OK",4.2063,0.900459,-2.22382,-2.27152,0.0074,0.140466,"no"
"10663","XLOC_010663","XLOC_010663","Creg1","13:83972211-83984675","ZL","ZDF","OK",9.67687,3.3479,-1.53128,-2.98011,5e-05,0.00520877,"yes"
"10818","XLOC_010818","XLOC_010818","Dusp10","13:104284659-104321455","ZL","ZDF","OK",1.86107,0.581148,-1.67916,-2.58852,0.00095,0.0425294,"yes"
"10839","XLOC_010839","XLOC_010839","Vash2","13:109521189-109552589","ZL","ZDF","OK",1.56,0.409273,-1.93042,-2.25492,0.0032,0.083937,"no"
"10952","XLOC_010952","XLOC_010952","Dyrk3","13:47905448-47916877","ZL","ZDF","OK",3.41044,1.15604,-1.56077,-2.67499,6e-04,0.0314014,"yes"
"11150","XLOC_011150","XLOC_011150","Atp1b1","13:82626684-82758004","ZL","ZDF","OK",127.747,41.0023,-1.63952,-2.40954,2e-04,0.014703,"yes"
"11174","XLOC_011174","XLOC_011174","Uck2","13:85376715-85443976","ZL","ZDF","OK",4.6792,1.53932,-1.60397,-2.65651,4e-04,0.0234464,"yes"
"11198","XLOC_011198","XLOC_011198","Pcp4l1","13:89542310-89565813","ZL","ZDF","OK",48.4671,7.40395,-2.71064,-2.10904,0.0011,0.0464983,"yes"
"11244","XLOC_011244","XLOC_011244","Rgs7","13:93095199-93307199","ZL","ZDF","OK",0.448515,0.0516117,-3.11939,-2.33574,0.011,0.178181,"no"
"11318","XLOC_011318","XLOC_011318","Kcnk2","13:107690086-107886476","ZL","ZDF","OK",4.63615,0.632736,-2.87325,-4.78662,5e-05,0.00520877,"yes"
"11327","XLOC_011327","XLOC_011327","Vash2","13:109521189-109552589","ZL","ZDF","OK",5.20108,1.25647,-2.04944,-3.28749,1e-04,0.00897184,"yes"
"12046","XLOC_012046","XLOC_012046","Ogdh","14:86345952-86618020","ZL","ZDF","OK",298.695,69.1644,-2.11057,-2.00681,0.00925,0.160224,"no"
"12056","XLOC_012056","XLOC_012056","Adcy1","14:87312202-87421659","ZL","ZDF","OK",0.456043,0.135654,-1.74924,-2.00624,0.0118,0.186066,"no"
"12274","XLOC_012274","XLOC_012274","Parm1","14:17969058-18076907","ZL","ZDF","OK",68.5577,23.0496,-1.57258,-2.3872,7e-04,0.0348115,"yes"
"12430","XLOC_012430","XLOC_012430","LOC498368","14:46050603-46134784","ZL","ZDF","OK",4.20587,1.23334,-1.76984,-2.95835,1e-04,0.00897184,"yes"
"12575","XLOC_012575","XLOC_012575","Mtfp1","14:84330217-84334066","ZL","ZDF","OK",30.9072,8.46749,-1.86794,-3.73008,5e-05,0.00520877,"yes"
"12602","XLOC_012602","XLOC_012602","Gck","14:86148821-86190659","ZL","ZDF","OK",0.821384,0.276645,-1.57002,-1.93961,0.00725,0.13906,"no"
"12980","XLOC_012980","XLOC_012980","Synpo2l","15:4064545-4074173","ZL","ZDF","OK",50.1098,15.089,-1.7316,-2.95953,1e-04,0.00897184,"yes"
"13321","XLOC_013321","XLOC_013321","Pbk","15:42489376-42500395","ZL","ZDF","OK",0.818609,0.206799,-1.98494,-2.07291,0.01165,0.184628,"no"
"13405","XLOC_013405","XLOC_013405","Htr2a","15:56666011-56735382","ZL","ZDF","OK",0.393628,0.11599,-1.76283,-2.13913,0.00775,0.143758,"no"
"13796","XLOC_013796","XLOC_013796","Mcpt1","15:34609775-34612432","ZL","ZDF","OK",4.58921,1.25789,-1.86724,-2.83937,3e-04,0.019395,"yes"
"13856","XLOC_013856","XLOC_013856","Tnfrsf19","15:41246307-41338284","ZL","ZDF","OK",0.629968,0.170407,-1.88629,-2.20639,0.00265,0.0752579,"no"
"13986","XLOC_013986","XLOC_013986","Diaph3","15:69929241-70399924","ZL","ZDF","OK",0.71626,0.133605,-2.4225,-1.27531,0.00635,0.128054,"no"
"14286","XLOC_014286","XLOC_014286","Ppif","16:1979190-1985908","ZL","ZDF","OK",58.1033,20.3281,-1.51514,-2.9404,5e-05,0.00520877,"yes"
"15220","XLOC_015220","XLOC_015220","Myo16","16:84575149-84939323","ZL","ZDF","OK",0.399992,0.0952177,-2.07067,-2.70196,0.001,0.0438743,"yes"
"15228","XLOC_015228","XLOC_015228","Pdha1l1","16:88345246-88347369","ZL","ZDF","OK",14.3344,3.27065,-2.13184,-4.07015,5e-05,0.00520877,"yes"
"15721","XLOC_015721","XLOC_015721","AABR07027190.2","17:18874835-18890009","ZL","ZDF","OK",1.37895,0.319293,-2.11061,-1.97394,0.01385,0.203637,"no"
"15954","XLOC_015954","XLOC_015954","Mpp7","17:60059948-60250352","ZL","ZDF","OK",4.37364,1.2804,-1.77223,-3.24878,1e-04,0.00897184,"yes"
"16144","XLOC_016144","XLOC_016144","Rplp1","17:9233513-9234766","ZL","ZDF","OK",0.404088,0,-Inf,NA,0.04585,0.359682,"no"
"16193","XLOC_016193","XLOC_016193","Nxnl2","17:14053895-14058642","ZL","ZDF","OK",4.35909,0.990389,-2.13796,-2.99726,0.00035,0.0213112,"yes"
"16232","XLOC_016232","XLOC_016232","Cap2","17:18440660-18592846","ZL","ZDF","OK",36.0312,12.5426,-1.52241,-2.9113,1e-04,0.00897184,"yes"
"16276","XLOC_016276","XLOC_016276","AABR07027388.1","17:27765007-27765754","ZL","ZDF","OK",15.7959,5.16463,-1.61281,-2.66493,0.00055,0.0292018,"yes"
"16397","XLOC_016397","XLOC_016397","Hist1h2bl","17:44737949-44738330","ZL","ZDF","OK",0.625801,0,-Inf,NA,0.01115,0.179158,"no"
"16474","XLOC_016474","XLOC_016474","LOC100362965","17:61332175-61332391","ZL","ZDF","OK",2.77381,0,-Inf,NA,0.02185,0.256837,"no"
"17610","XLOC_017610","XLOC_017610","AABR07031489.1","18:15553963-15561112","ZL","ZDF","OK",9.93242,3.31633,-1.58256,-3.02317,0.00015,0.0121666,"yes"
"17672","XLOC_017672","XLOC_017672","Hspa9","18:27731071-27749235","ZL","ZDF","OK",104.232,29.1998,-1.83576,-2.91789,2e-04,0.014703,"yes"
"18278","XLOC_018278","XLOC_018278","Mcm5","19:14523543-14561278","ZL","ZDF","OK",2.504,0.620148,-2.01355,-3.34615,5e-05,0.00520877,"yes"
"18280","XLOC_018280","XLOC_018280","Rasd2","19:14653197-14663914","ZL","ZDF","OK",4.78113,1.64199,-1.5419,-3.1116,5e-05,0.00520877,"yes"
"18347","XLOC_018347","XLOC_018347","Asf1b","19:25077917-25092491","ZL","ZDF","OK",1.02504,0.361335,-1.50428,-1.83221,0.01525,0.214192,"no"
"18655","XLOC_018655","XLOC_018655","Pdp2","19:597165-601469","ZL","ZDF","OK",10.2456,2.27082,-2.17373,-4.32577,5e-05,0.00520877,"yes"
"18771","XLOC_018771","XLOC_018771","RGD1310262","19:25132076-25134055","ZL","ZDF","OK",9.84121,0.392898,-4.64661,-3.56122,5e-05,0.00520877,"yes"
"19016","XLOC_019016","XLOC_019016","Acta1","19:56674073-56677084","ZL","ZDF","OK",799.271,75.9966,-3.39468,-4.18312,5e-05,0.00520877,"yes"
"19434","XLOC_019434","XLOC_019434","Esm1","2:45104304-45113131","ZL","ZDF","OK",5.23667,1.54571,-1.76038,-3.20079,1e-04,0.00897184,"yes"
"19475","XLOC_019475","XLOC_019475","Oxct1","2:53859736-54007756","ZL","ZDF","OK",530.529,125.993,-2.07409,-1.91257,0.01655,0.222771,"no"
"19728","XLOC_019728","XLOC_019728","Hspa4l","2:127625736-127683742","ZL","ZDF","OK",2.54125,0.642755,-1.9832,-3.39513,5e-05,0.00520877,"yes"
"19844","XLOC_019844","XLOC_019844","Mlf1","2:164549454-164582643","ZL","ZDF","OK",85.4704,26.8424,-1.67091,-3.24887,5e-05,0.00520877,"yes"
"20176","XLOC_020176","XLOC_020176","AC113635.3,Kcna2","2:209839075-209852610","ZL","ZDF","OK",12.747,1.38232,-3.205,-1.20365,8e-04,0.037335,"yes"
"20220","XLOC_020220","XLOC_020220","Dbt","2:219563782-219592650","ZL","ZDF","OK",31.6823,10.8926,-1.54033,-3.1007,5e-05,0.00520877,"yes"
"20354","XLOC_020354","XLOC_020354","Ddah1","2:251634318-251766115","ZL","ZDF","OK",14.9818,5.18422,-1.53101,-3.08644,5e-05,0.00520877,"yes"
"20771","XLOC_020771","XLOC_020771","LOC100911693","2:104996716-105001497","ZL","ZDF","OK",0.752055,0.258029,-1.5433,-2.31946,0.00205,0.0679654,"no"
"20772","XLOC_020772","XLOC_020772","Cpa3","2:105016578-105047984","ZL","ZDF","OK",1.34997,0.348328,-1.95441,-2.4295,0.0042,0.0993759,"no"
"20880","XLOC_020880","XLOC_020880","Frem2","2:142745297-142885604","ZL","ZDF","OK",0.886074,0.226694,-1.96668,-3.65598,5e-05,0.00520877,"yes"
"20958","XLOC_020958","XLOC_020958","Veph1","2:157863686-158156444","ZL","ZDF","OK",4.91301,1.65802,-1.56714,-2.9141,5e-05,0.00520877,"yes"
"21207","XLOC_021207","XLOC_021207","Hist1h4b","2:198411954-198412350","ZL","ZDF","OK",4.77586,0.596685,-3.00072,-2.19967,0.0229,0.263542,"no"
"21242","XLOC_021242","XLOC_021242","Fam46c","2:202794274-202816562","ZL","ZDF","OK",2.76628,0.689798,-2.0037,-3.8133,5e-05,0.00520877,"yes"
"21269","XLOC_021269","XLOC_021269","AABR07012762.1","2:206752979-206778070","ZL","ZDF","OK",0.973782,0,-Inf,NA,0.0208,0.25135,"no"
"21325","XLOC_021325","XLOC_021325","SCARNA2","2:211343406-211344459","ZL","ZDF","OK",21.6352,3.84501,-2.49232,-3.38406,5e-05,0.00520877,"yes"
"21394","XLOC_021394","XLOC_021394","Ank2","2:231224640-231824873","ZL","ZDF","OK",12.2622,3.91289,-1.64791,-2.18803,5e-05,0.00520877,"yes"
"21418","XLOC_021418","XLOC_021418","Sgms2","2:236457978-236517324","ZL","ZDF","OK",2.46516,0.759608,-1.69835,-2.68757,0.00055,0.0292018,"yes"
"21521","XLOC_021521","XLOC_021521","Cth","2:264266983-264293046","ZL","ZDF","OK",0.363928,0.0508841,-2.83837,-1.64619,0.02465,0.272277,"no"
"22399","XLOC_022399","XLOC_022399","Lrrc75b","20:14050464-14062009","ZL","ZDF","OK",6.94232,2.42666,-1.51645,-3.07073,5e-05,0.00520877,"yes"
"22457","XLOC_022457","XLOC_022457","Ccdc138","20:28078499-28157071","ZL","ZDF","OK",0.425601,0.132899,-1.67917,-1.59004,0.04365,0.351599,"no"
"22458","XLOC_022458","XLOC_022458","Sh3rf3","20:28355407-28720379","ZL","ZDF","OK",4.97082,1.52955,-1.70038,-3.53344,5e-05,0.00520877,"yes"
"22513","XLOC_022513","XLOC_022513","Hs3st5","20:40236436-40545494","ZL","ZDF","OK",2.73553,0.857854,-1.67301,-3.02326,5e-05,0.00520877,"yes"
"22926","XLOC_022926","XLOC_022926","AABR07044959.1","20:28352034-28355285","ZL","ZDF","OK",2.60395,0.350085,-2.89492,-2.60886,3e-04,0.019395,"yes"
"23016","XLOC_023016","XLOC_023016","Lace1","20:47208579-47208812","ZL","ZDF","OK",27.9639,8.29126,-1.7539,-1.80689,0.02775,0.287995,"no"
"23308","XLOC_023308","XLOC_023308","Sapcd2","3:2591330-2597309","ZL","ZDF","OK",3.03125,0.429753,-2.81833,-4.02499,5e-05,0.00520877,"yes"
"23403","XLOC_023403","XLOC_023403","AABR07051399.1","3:9185812-9186116","ZL","ZDF","OK",1.19246,0,-Inf,NA,0.00385,0.0946609,"no"
"23596","XLOC_023596","XLOC_023596","Kcnj3","3:41017692-41183971","ZL","ZDF","OK",14.6218,4.68173,-1.64301,-3.07897,5e-05,0.00520877,"yes"
"23630","XLOC_023630","XLOC_023630","Cers6","3:55094636-55338445","ZL","ZDF","OK",0.439716,0.0980845,-2.16448,-1.76761,0.03195,0.306812,"no"
"23940","XLOC_023940","XLOC_023940","Bdnf","3:100768636-100819270","ZL","ZDF","OK",5.79738,1.86359,-1.63731,-3.30498,5e-05,0.00520877,"yes"
"24001","XLOC_024001","XLOC_024001","Bub1b","3:110367938-110420458","ZL","ZDF","OK",0.430458,0.151244,-1.509,-1.87791,0.01705,0.226041,"no"
"24008","XLOC_024008","XLOC_024008","Ivd","3:110669311-110691937","ZL","ZDF","OK",147.472,49.553,-1.5734,-2.19874,0.0022,0.0693805,"no"
"24013","XLOC_024013","XLOC_024013","Rad51","3:110918242-110942917","ZL","ZDF","OK",0.526466,0.0990797,-2.40968,-2.23493,0.01145,0.182511,"no"
"24036","XLOC_024036","XLOC_024036","Haus2","3:112385600-112397158","ZL","ZDF","OK",21.9494,1.16445,-4.23646,-1.47811,0.0309,0.302899,"no"
"24662","XLOC_024662","XLOC_024662","Fam163b","3:5656162-5693147","ZL","ZDF","OK",1.66419,0.56828,-1.55014,-2.40862,0.00215,0.0691935,"no"
"24698","XLOC_024698","XLOC_024698","Lamc3","3:9265923-9326993","ZL","ZDF","OK",0.557277,0.192117,-1.53641,-2.3373,0.0021,0.0684868,"no"
"24962","XLOC_024962","XLOC_024962","Ttc30a1","3:62800934-62803373","ZL","ZDF","OK",0.384302,0.123252,-1.64063,-1.60961,0.03415,0.315132,"no"
"25346","XLOC_025346","XLOC_025346","Ehd4","3:111876965-111942025","ZL","ZDF","OK",189.874,61.6871,-1.622,-2.14211,0.0025,0.0724967,"no"
"25437","XLOC_025437","XLOC_025437","Ckap2l","3:121795479-121822436","ZL","ZDF","OK",0.657134,0.193437,-1.76433,-2.2775,0.00335,0.086631,"no"
"25461","XLOC_025461","XLOC_025461","Adra1d","3:124129557-124145566","ZL","ZDF","OK",4.80895,0.335379,-3.84186,-5.75093,5e-05,0.00520877,"yes"
"25539","XLOC_025539","XLOC_025539","Acss1","3:146416136-146470377","ZL","ZDF","OK",119.464,36.5179,-1.7099,-2.53586,7e-04,0.0348115,"yes"
"25672","XLOC_025672","XLOC_025672","Jph2","3:159709811-159776667","ZL","ZDF","OK",110.417,27.4389,-2.00867,-2.78225,0.00025,0.0171727,"yes"
"25810","XLOC_025810","XLOC_025810","Eef1a2","3:176656042-176667088","ZL","ZDF","OK",319.999,105.73,-1.59768,-1.9241,0.00595,0.123268,"no"
"26440","XLOC_026440","XLOC_026440","Asb10","4:7158383-7172276","ZL","ZDF","OK",14.4336,3.47515,-2.05428,-3.4701,5e-05,0.00520877,"yes"
"26512","XLOC_026512","XLOC_026512","Steap2","4:25506684-25527087","ZL","ZDF","OK",3.43745,1.1744,-1.54942,-2.83928,0.00015,0.0121666,"yes"
"26519","XLOC_026519","XLOC_026519","Fzd1","4:26470863-26475262","ZL","ZDF","OK",9.54456,3.14266,-1.60269,-3.28901,5e-05,0.00520877,"yes"
"26672","XLOC_026672","XLOC_026672","Clec2l","4:66405165-66421654","ZL","ZDF","OK",0.679012,0.164747,-2.04319,-1.69292,0.02895,0.292979,"no"
"26745","XLOC_026745","XLOC_026745","LOC100364190","4:75325650-77025292","ZL","ZDF","OK",3.44621,0.155326,-4.47164,-2.44548,0.00445,0.103728,"no"
"27205","XLOC_027205","XLOC_027205","Tuba8","4:153774485-153791328","ZL","ZDF","OK",140.272,31.8102,-2.14067,-3.71919,5e-05,0.00520877,"yes"
"27242","XLOC_027242","XLOC_027242","Cdca3","4:157348019-157351929","ZL","ZDF","OK",1.44475,0.472466,-1.61254,-2.07262,0.01235,0.191038,"no"
"27506","XLOC_027506","XLOC_027506","Lrrd1","4:27400582-27426179","ZL","ZDF","OK",0.771565,0.243143,-1.66598,-2.02393,0.00825,0.14987,"no"
"27536","XLOC_027536","XLOC_027536","Slc25a13","4:31608097-31757067","ZL","ZDF","OK",19.7492,6.1952,-1.67257,-3.24191,5e-05,0.00520877,"yes"
"27897","XLOC_027897","XLOC_027897","Hk2","4:113559256-113610243","ZL","ZDF","OK",18.5593,2.33113,-2.99304,-5.94246,5e-05,0.00520877,"yes"
"28031","XLOC_028031","XLOC_028031","Lmod3","4:129602134-129619142","ZL","ZDF","OK",22.8848,4.83118,-2.24394,-4.30164,5e-05,0.00520877,"yes"
"28120","XLOC_028120","XLOC_028120","Lrtm2","4:151298547-151409263","ZL","ZDF","OK",0.387155,0.0473435,-3.03167,-2.75266,0.0058,0.120729,"no"
"28136","XLOC_028136","XLOC_028136","Iqsec3","4:153948054-154044493","ZL","ZDF","OK",0.577552,0.199334,-1.53476,-2.34436,0.00155,0.0567842,"no"
"28196","XLOC_028196","XLOC_028196","Ccnd2","4:159670358-159697477","ZL","ZDF","OK",44.1794,11.5281,-1.93822,-3.40245,5e-05,0.00520877,"yes"
"28317","XLOC_028317","XLOC_028317","Art4","4:170830646-170841677","ZL","ZDF","OK",2.38784,0.424145,-2.49308,-3.92371,5e-05,0.00520877,"yes"
"28351","XLOC_028351","XLOC_028351","RGD1561551","4:177021802-177039677","ZL","ZDF","OK",0.6869,0.107578,-2.67471,-1.39042,0.0428,0.34844,"no"
"29018","XLOC_029018","XLOC_029018","Jph1","5:1417430-1511416","ZL","ZDF","OK",5.82768,2.00257,-1.54107,-0.986083,0.0114,0.181846,"no"
"29178","XLOC_029178","XLOC_029178","Rragd","5:48224935-48273805","ZL","ZDF","OK",14.1381,4.50158,-1.65108,-2.29972,0.0012,0.0484875,"yes"
"29249","XLOC_029249","XLOC_029249","Melk","5:59783889-59844356","ZL","ZDF","OK",0.453383,0.0891248,-2.34683,-2.27508,0.01515,0.213606,"no"
"29262","XLOC_029262","XLOC_029262","Tmod1","5:61635576-61734011","ZL","ZDF","OK",78.4425,26.4265,-1.56965,-1.87491,0.01635,0.221299,"no"
"29280","XLOC_029280","XLOC_029280","Murc","5:64412894-64423725","ZL","ZDF","OK",69.5815,20.484,-1.76421,-2.73517,1e-04,0.00897184,"yes"
"29395","XLOC_029395","XLOC_029395","Adamtsl1","5:104362970-104632148","ZL","ZDF","OK",1.05659,0.280603,-1.91281,-1.4339,0.0349,0.317787,"no"
