"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"265","XLOC_000265","XLOC_000265","Ppp2r1a","1:60717171-60737564","ZL","ZDF","OK",101.505,53.2962,-0.929444,-1.60239,0.01965,0.243476,"no"
"382","XLOC_000382","XLOC_000382","Sbk2","1:72425706-72433488","ZL","ZDF","OK",0.844572,0.328788,-1.36106,-1.76093,0.01565,0.217036,"no"
"432","XLOC_000432","XLOC_000432","AABR07002627.1","1:78112558-78149053","ZL","ZDF","OK",3.152,1.65304,-0.931148,-1.546,0.029,0.293215,"no"
"439","XLOC_000439","XLOC_000439","Slc1a5","1:78710538-78725198","ZL","ZDF","OK",3.34897,1.56807,-1.09473,-1.92421,0.00725,0.13906,"no"
"472","XLOC_000472","XLOC_000472","Eml2","1:80087683-80120534","ZL","ZDF","OK",13.003,7.51329,-0.791324,-1.64344,0.01885,0.238127,"no"
"475","XLOC_000475","XLOC_000475","Opa3","1:80141569-80163636","ZL","ZDF","OK",22.3043,7.80393,-1.51505,-2.59692,3e-04,0.019395,"yes"
"477","XLOC_000477","XLOC_000477","Rtn2","1:80195531-80208448","ZL","ZDF","OK",57.9669,24.5566,-1.23912,-2.40832,0.001,0.0438743,"yes"
"551","XLOC_000551","XLOC_000551","RGD1307554","1:84361709-84388527","ZL","ZDF","OK",18.5481,10.971,-0.757578,-1.56085,0.0274,0.285847,"no"
"552","XLOC_000552","XLOC_000552","Akt2","1:84400933-84461537","ZL","ZDF","OK",43.5113,19.0684,-1.19021,-1.51937,0.0288,0.292403,"no"
"567","XLOC_000567","XLOC_000567","Pak4","1:85162451-85201757","ZL","ZDF","OK",8.02716,3.57042,-1.16879,-2.44008,0.00105,0.0454332,"yes"
"576","XLOC_000576","XLOC_000576","Timm50","1:85470820-85481568","ZL","ZDF","OK",76.8987,39.2125,-0.971647,-1.70594,0.0144,0.207558,"no"
"588","XLOC_000588","XLOC_000588","Fbxo17","1:86914136-86919236","ZL","ZDF","OK",0.490613,0.0870906,-2.49399,-1.72183,0.0295,0.295956,"no"
"645","XLOC_000645","XLOC_000645","AABR07002969.1","1:90820594-90889195","ZL","ZDF","OK",15.1169,6.93566,-1.12405,-1.91826,0.00765,0.142867,"no"
"716","XLOC_000716","XLOC_000716","Klk10","1:99718467-99722792","ZL","ZDF","OK",8.13317,2.29613,-1.82461,-3.30716,5e-05,0.00520877,"yes"
"735","XLOC_000735","XLOC_000735","Shank1","1:100297151-100345315","ZL","ZDF","OK",0.428389,0.100565,-2.09078,-3.01012,2e-04,0.014703,"yes"
"762","XLOC_000762","XLOC_000762","Hrc","1:101324640-101351879","ZL","ZDF","OK",327.593,121.968,-1.42541,-1.61741,0.02005,0.245937,"no"
"763","XLOC_000763","XLOC_000763","Kcna7","1:101397827-101403320","ZL","ZDF","OK",1.62321,0.364048,-2.15665,-3.21885,1e-04,0.00897184,"yes"
"766","XLOC_000766","XLOC_000766","Gys1","1:101427194-101447689","ZL","ZDF","OK",34.3421,14.0084,-1.29369,-2.52179,0.00075,0.0360739,"yes"
"771","XLOC_000771","XLOC_000771","Bcat2","1:101553228-101572084","ZL","ZDF","OK",102.249,27.8369,-1.87702,-3.37485,5e-05,0.00520877,"yes"
"783","XLOC_000783","XLOC_000783","Tmem143","1:101884018-101900177","ZL","ZDF","OK",27.0587,10.4654,-1.37047,-2.67639,5e-05,0.00520877,"yes"
"798","XLOC_000798","XLOC_000798","Tmem86a","1:103172986-103177417","ZL","ZDF","OK",12.2905,4.24117,-1.53501,-3.15615,5e-05,0.00520877,"yes"
"800","XLOC_000800","XLOC_000800","Zdhhc13","1:104106244-104145047","ZL","ZDF","OK",2.72104,1.49911,-0.860048,-1.59385,0.02495,0.273257,"no"
"808","XLOC_000808","XLOC_000808","Prmt3","1:105113594-105203443","ZL","ZDF","OK",5.02653,2.99734,-0.745881,-1.43905,0.0386,0.331432,"no"
"838","XLOC_000838","XLOC_000838","Oca2","1:114679536-114987433","ZL","ZDF","OK",0.877456,0.318528,-1.4619,-1.90988,0.00955,0.163615,"no"
"865","XLOC_000865","XLOC_000865","Ndn","1:122981754-122983351","ZL","ZDF","OK",2.02507,1.02661,-0.980087,-1.51729,0.03735,0.326049,"no"
"873","XLOC_000873","XLOC_000873","Mcee","1:125229468-125254639","ZL","ZDF","OK",49.2849,30.4676,-0.693871,-1.37271,0.0495,0.37198,"no"
"879","XLOC_000879","XLOC_000879","Pcsk6","1:126749507-126947785","ZL","ZDF","OK",25.7297,12.956,-0.989812,-1.97224,0.00525,0.114371,"no"
"905","XLOC_000905","XLOC_000905","Rgma","1:134699298-134742515","ZL","ZDF","OK",29.0141,13.4798,-1.10595,-2.26247,0.0012,0.0484875,"yes"
"909","XLOC_000909","XLOC_000909","Fam174b","1:135083658-135162693","ZL","ZDF","OK",16.0061,6.94792,-1.20397,-1.46539,0.015,0.212308,"no"
"923","XLOC_000923","XLOC_000923","Abhd2","1:140998239-141092217","ZL","ZDF","OK",5.79095,2.90658,-0.994475,-2.10614,0.00185,0.0638381,"no"
"942","XLOC_000942","XLOC_000942","Prc1","1:142087207-142108746","ZL","ZDF","OK",2.54068,1.09038,-1.22038,-2.11016,0.0058,0.120729,"no"
"943","XLOC_000943","XLOC_000943","Hddc3","1:142136351-142138737","ZL","ZDF","OK",31.8399,16.8379,-0.919123,-1.8884,0.007,0.136286,"no"
"993","XLOC_000993","XLOC_000993","Ctsc","1:151918242-151950649","ZL","ZDF","OK",30.0103,14.7401,-1.02571,-2.02044,0.0042,0.0993759,"no"
"999","XLOC_000999","XLOC_000999","Me3","1:153861204-154058573","ZL","ZDF","OK",68.6411,34.8435,-0.978183,-1.59224,0.02525,0.274763,"no"
"1070","XLOC_001070","XLOC_001070","Clpb","1:166739531-166885594","ZL","ZDF","OK",22.4378,11.7004,-0.93937,-1.5083,0.0384,0.330102,"no"
"1073","XLOC_001073","XLOC_001073","Lamtor1","1:166991399-167017093","ZL","ZDF","OK",99.913,47.6412,-1.06846,-2.06772,0.00335,0.086631,"no"
"1076","XLOC_001076","XLOC_001076","Art1","1:167192802-167206617","ZL","ZDF","OK",11.4548,4.79763,-1.25555,-1.78211,0.0238,0.267458,"no"
"1079","XLOC_001079","XLOC_001079","Rrm1","1:167538386-167562687","ZL","ZDF","OK",10.6788,6.49053,-0.718334,-1.53286,0.0251,0.273808,"no"
"1166","XLOC_001166","XLOC_001166","Smpd1","1:170383681-170387524","ZL","ZDF","OK",82.892,39.8277,-1.05746,-1.90477,0.0096,0.163834,"no"
"1181","XLOC_001181","XLOC_001181","Olfml1,Ppfibp2","1:171793781-171969720","ZL","ZDF","OK",10.3202,6.19358,-0.736621,-1.47702,0.0367,0.323587,"no"
"1223","XLOC_001223","XLOC_001223","Ampd3","1:175586096-175630495","ZL","ZDF","OK",15.8579,8.11916,-0.965803,-1.96856,0.00475,0.107639,"no"
"1233","XLOC_001233","XLOC_001233","Tead1","1:177495781-177714826","ZL","ZDF","OK",10.0074,3.52955,-1.50352,-1.34722,0.04305,0.34931,"no"
"1241","XLOC_001241","XLOC_001241","Spon1","1:178636543-178937267","ZL","ZDF","OK",4.73442,2.72869,-0.794981,-1.63972,0.0201,0.246413,"no"
"1254","XLOC_001254","XLOC_001254","Sox6","1:185632198-186187087","ZL","ZDF","OK",1.6689,0.938832,-0.82996,-1.03438,0.04865,0.369642,"no"
"1336","XLOC_001336","XLOC_001336","Zfp553","1:198680775-198685144","ZL","ZDF","OK",4.47589,2.7093,-0.724254,-1.45675,0.0353,0.31905,"no"
"1358","XLOC_001358","XLOC_001358","Trim72","1:199449789-199458471","ZL","ZDF","OK",163.647,59.9174,-1.44954,-2.1686,0.0031,0.0825953,"no"
"1367","XLOC_001367","XLOC_001367","Bag3","1:199941160-199965191","ZL","ZDF","OK",127.458,64.9092,-0.973527,-1.4344,0.0451,0.356855,"no"
"1384","XLOC_001384","XLOC_001384","Acadsb","1:201981356-202023853","ZL","ZDF","OK",32.7335,12.3423,-1.40716,-2.95623,0.00015,0.0121666,"yes"
"1428","XLOC_001428","XLOC_001428","Lrrc27","1:211543745-211576028","ZL","ZDF","OK",8.49808,4.333,-0.971772,-1.85449,0.00895,0.156632,"no"
"1430","XLOC_001430","XLOC_001430","Inpp5a","1:211732712-211921099","ZL","ZDF","OK",77.8582,37.5118,-1.0535,-1.80433,0.01285,0.195471,"no"
"1440","XLOC_001440","XLOC_001440","Cd163l1","1:212695734-212706790","ZL","ZDF","OK",0.458241,0.143671,-1.67333,-1.47875,0.033,0.310519,"no"
"1510","XLOC_001510","XLOC_001510","Kcnq1","1:216293086-216630542","ZL","ZDF","OK",22.1021,12.7243,-0.796596,-0.950558,0.0354,0.31956,"no"
"1514","XLOC_001514","XLOC_001514","Dhcr7","1:217018915-217034904","ZL","ZDF","OK",1.56764,0.648881,-1.27257,-1.97832,0.0072,0.138706,"no"
"1530","XLOC_001530","XLOC_001530","RGD1311946","1:218945507-218954280","ZL","ZDF","OK",5.14024,2.85529,-0.848197,-1.67106,0.0178,0.230425,"no"
"1550","XLOC_001550","XLOC_001550","Pc","1:219759158-219859975","ZL","ZDF","OK",12.6965,4.85653,-1.38643,-2.56439,0.00025,0.0171727,"yes"
"1568","XLOC_001568","XLOC_001568","Yif1a","1:220469961-220480132","ZL","ZDF","OK",51.4422,22.4522,-1.1961,-2.39391,0.00075,0.0360739,"yes"
"1662","XLOC_001662","XLOC_001662","Ddb1","1:226657526-226683452","ZL","ZDF","OK",44.374,23.5519,-0.91387,-1.63916,0.0217,0.256307,"no"
"1678","XLOC_001678","XLOC_001678","Mrpl16","1:228142774-228149293","ZL","ZDF","OK",70.8891,38.714,-0.872707,-1.5621,0.0247,0.272419,"no"
"1688","XLOC_001688","XLOC_001688","Mpeg1","1:228724595-228729344","ZL","ZDF","OK",3.49349,1.69239,-1.0456,-2.15801,0.00225,0.0697563,"no"
"1774","XLOC_001774","XLOC_001774","Vldlr","1:245236976-245273731","ZL","ZDF","OK",18.7629,6.15208,-1.60874,-3.00323,5e-05,0.00520877,"yes"
"1775","XLOC_001775","XLOC_001775","Kcnv2","1:245396988-245416531","ZL","ZDF","OK",0.396834,0.179105,-1.14773,-1.58826,0.02605,0.278504,"no"
"1795","XLOC_001795","XLOC_001795","Chchd4","1:248402979-248403399","ZL","ZDF","OK",6.2238,2.42508,-1.35976,-1.5504,0.03315,0.310999,"no"
"1842","XLOC_001842","XLOC_001842","March5","1:255842782-255865432","ZL","ZDF","OK",24.9885,12.723,-0.973817,-1.85351,0.00955,0.163615,"no"
"1843","XLOC_001843","XLOC_001843","Kif11","1:256035865-256088299","ZL","ZDF","OK",0.85705,0.283174,-1.59769,-2.44059,0.00205,0.0679654,"no"
"1882","XLOC_001882","XLOC_001882","Ubtd1","1:261229346-261280546","ZL","ZDF","OK",16.2427,7.84369,-1.05018,-2.20555,0.002,0.0673231,"no"
"1893","XLOC_001893","XLOC_001893","Kcnip2","1:262892544-262916361","ZL","ZDF","OK",2.2642,0.680568,-1.73419,-2.78297,3e-04,0.019395,"yes"
"1903","XLOC_001903","XLOC_001903","Scd2","1:264059373-264072433","ZL","ZDF","OK",12.1059,6.32703,-0.936116,-1.99306,0.0058,0.120729,"no"
"1907","XLOC_001907","XLOC_001907","Hif1an","1:264309174-264330471","ZL","ZDF","OK",10.197,3.71179,-1.45796,-2.53514,1e-04,0.00897184,"yes"
"1918","XLOC_001918","XLOC_001918","Kazald1","1:264827738-264831151","ZL","ZDF","OK",3.7802,2.24221,-0.753541,-1.39592,0.0479,0.366988,"no"
"1976","XLOC_001976","XLOC_001976","Casp7","1:277190963-277242783","ZL","ZDF","OK",9.47515,6.04361,-0.648738,-1.3985,0.0469,0.364022,"no"
"1981","XLOC_001981","XLOC_001981","Adrb1","1:277537584-277575577","ZL","ZDF","OK",5.61412,3.02102,-0.894025,-1.76455,0.01575,0.21719,"no"
"2021","XLOC_002021","XLOC_002021","Pcmt1","1:1733271-1767832","ZL","ZDF","OK",74.3223,30.8684,-1.26767,-1.56639,0.0182,0.23286,"no"
"2022","XLOC_002022","XLOC_002022","Ginm1","1:1870387-1886209","ZL","ZDF","OK",60.2577,37.361,-0.689613,-1.42509,0.04075,0.339805,"no"
"2035","XLOC_002035","XLOC_002035","Rab32","1:4637490-4653225","ZL","ZDF","OK",2.78343,1.61799,-0.782664,-1.50115,0.0329,0.309711,"no"
"2077","XLOC_002077","XLOC_002077","Pex7","1:15311769-15374850","ZL","ZDF","OK",4.59148,2.48051,-0.888323,-1.59568,0.02455,0.271993,"no"
"2123","XLOC_002123","XLOC_002123","Vnn1","1:22614782-22625204","ZL","ZDF","OK",31.5147,16.834,-0.90465,-1.86644,0.00845,0.151748,"no"
"2139","XLOC_002139","XLOC_002139","Trdn","1:25403242-25839345","ZL","ZDF","OK",63.926,30.9466,-1.04662,-1.69082,0.0215,0.255041,"no"
"2162","XLOC_002162","XLOC_002162","Clptm1l","1:32281124-32297190","ZL","ZDF","OK",27.4229,16.6505,-0.719812,-1.51588,0.03025,0.300735,"no"
"2175","XLOC_002175","XLOC_002175","AABR07001054.2,SNORA17","1:35741318-35996536","ZL","ZDF","OK",2.34473,0.471951,-2.31271,-2.30354,0.002,0.0673231,"no"
"2179","XLOC_002179","XLOC_002179","Nsun2","1:36295649-36319966","ZL","ZDF","OK",11.7798,7.32399,-0.685617,-1.40378,0.04455,0.354545,"no"
"2215","XLOC_002215","XLOC_002215","Cnksr3","1:43789790-43884267","ZL","ZDF","OK",4.35578,2.17425,-1.00242,-1.82487,0.01185,0.186453,"no"
"2221","XLOC_002221","XLOC_002221","RGD1307262","1:46300151-46329897","ZL","ZDF","OK",56.2534,26.0666,-1.10974,-1.78658,0.0124,0.191408,"no"
"2229","XLOC_002229","XLOC_002229","Rsph3","1:47426223-47477655","ZL","ZDF","OK",3.01462,1.66186,-0.859175,-1.47812,0.0353,0.31905,"no"
"2231","XLOC_002231","XLOC_002231","AABR07001497.1","1:47587020-47588122","ZL","ZDF","OK",11.3379,5.10655,-1.15073,-2.21001,0.00345,0.0880772,"no"
"2233","XLOC_002233","XLOC_002233","Sod2","1:47913800-47921735","ZL","ZDF","OK",221.602,97.0332,-1.19142,-1.44439,0.03885,0.33241,"no"
"2242","XLOC_002242","XLOC_002242","AABR07001512.1","1:48565159-48565711","ZL","ZDF","OK",8.88224,4.79455,-0.889526,-1.39821,0.04955,0.37198,"no"
"2258","XLOC_002258","XLOC_002258","Mpc1","1:53026505-53038360","ZL","ZDF","OK",638.596,265.487,-1.26626,-1.69035,0.02345,0.265599,"no"
"2301","XLOC_002301","XLOC_002301","Rgmb","1:57794066-57815772","ZL","ZDF","OK",9.79365,5.25721,-0.89755,-1.71756,0.01305,0.197149,"no"
"2343","XLOC_002343","XLOC_002343","Cacng6","1:64305437-64322123","ZL","ZDF","OK",1.87981,1.03662,-0.8587,-1.51522,0.0335,0.313213,"no"
"2347","XLOC_002347","XLOC_002347","Myadm","1:64438471-64446818","ZL","ZDF","OK",91.7237,49.4639,-0.890918,-1.56239,0.0255,0.276252,"no"
"2417","XLOC_002417","XLOC_002417","Epn1","1:72294152-72311856","ZL","ZDF","OK",67.0975,37.4311,-0.842021,-1.59109,0.02785,0.288624,"no"
"2423","XLOC_002423","XLOC_002423","Ssc5d","1:72443660-72461710","ZL","ZDF","OK",4.84995,2.72168,-0.833472,-1.77097,0.01435,0.207382,"no"
"2426","XLOC_002426","XLOC_002426","LOC684270","1:72490558-72509431","ZL","ZDF","OK",57.6553,27.2863,-1.07927,-2.19989,0.0018,0.0627033,"no"
"2469","XLOC_002469","XLOC_002469","Arhgap35","1:78456399-78573374","ZL","ZDF","OK",10.2411,5.70963,-0.8429,-1.73935,0.01645,0.222105,"no"
"2504","XLOC_002504","XLOC_002504","Cblc","1:80699036-80716146","ZL","ZDF","OK",14.0882,3.23786,-2.12138,-3.60404,5e-05,0.00520877,"yes"
"2527","XLOC_002527","XLOC_002527","Atp1a3","1:81852428-81881549","ZL","ZDF","OK",1.42219,0.372828,-1.93153,-2.89606,0.00035,0.0213112,"yes"
"2592","XLOC_002592","XLOC_002592","Nfkbib","1:86938137-86948845","ZL","ZDF","OK",16.9913,7.43311,-1.19275,-2.44583,0.00065,0.0330733,"yes"
"2654","XLOC_002654","XLOC_002654","Hamp","1:89368020-89369960","ZL","ZDF","OK",20.6977,7.13152,-1.53719,-2.3822,0.0025,0.0724967,"no"
"2687","XLOC_002687","XLOC_002687","LOC100910772","1:91070415-91074294","ZL","ZDF","OK",26.2158,15.6291,-0.7462,-1.57367,0.0248,0.272564,"no"
"2696","XLOC_002696","XLOC_002696","Nudt19","1:91820341-91832058","ZL","ZDF","OK",22.6871,13.4555,-0.753676,-1.52837,0.0345,0.316109,"no"
"2722","XLOC_002722","XLOC_002722","Vsig10l","1:98458645-98468013","ZL","ZDF","OK",9.22818,4.72933,-0.964409,-2.04103,0.00465,0.106581,"no"
"2746","XLOC_002746","XLOC_002746","Clec11a","1:100289294-100293558","ZL","ZDF","OK",1.11636,0.546651,-1.03011,-1.62945,0.02405,0.268619,"no"
"2753","XLOC_002753","XLOC_002753","Myh14","1:100608708-100671074","ZL","ZDF","OK",30.7977,13.7041,-1.16821,-1.90481,0.00675,0.133188,"no"
"2782","XLOC_002782","XLOC_002782","Lin7b","1:101358327-101360971","ZL","ZDF","OK",1.29947,0.362917,-1.84021,-1.49396,0.044,0.352624,"no"
"2802","XLOC_002802","XLOC_002802","Kcnj11","1:102103093-102108855","ZL","ZDF","OK",49.4555,18.093,-1.4507,-2.64643,0.00055,0.0292018,"yes"
"2803","XLOC_002803","XLOC_002803","Abcc8","1:102110467-102191322","ZL","ZDF","OK",10.0149,5.36186,-0.901344,-1.89772,0.00755,0.142086,"no"
"2849","XLOC_002849","XLOC_002849","Nipa1","1:114385165-114422733","ZL","ZDF","OK",2.00425,1.01051,-0.987976,-1.69183,0.01835,0.234192,"no"
"2992","XLOC_002992","XLOC_002992","Slco3a1","1:135790726-136073540","ZL","ZDF","OK",22.543,12.9826,-0.796095,-1.67871,0.0183,0.233868,"no"
"3017","XLOC_003017","XLOC_003017","Ap3s2","1:141612823-141655894","ZL","ZDF","OK",21.9348,11.1418,-0.977235,-1.80038,0.01265,0.193905,"no"
"3043","XLOC_003043","XLOC_003043","Fsd2","1:143354029-143398125","ZL","ZDF","OK",31.7457,18.1178,-0.809154,-1.47476,0.03555,0.319732,"no"
"3044","XLOC_003044","XLOC_003044","Homer2","1:143434818-143535583","ZL","ZDF","OK",6.81142,2.48292,-1.45592,-2.25283,0.0016,0.05794,"no"
"3060","XLOC_003060","XLOC_003060","Abhd17c","1:146248502-146289465","ZL","ZDF","OK",9.29897,5.11776,-0.861559,-1.8139,0.01315,0.197709,"no"
"3102","XLOC_003102","XLOC_003102","Tmem135","1:152886995-153096269","ZL","ZDF","OK",5.7562,3.6591,-0.653628,-1.38391,0.04935,0.37198,"no"
"3104","XLOC_003104","XLOC_003104","Prss23","1:153731439-153752541","ZL","ZDF","OK",24.1923,13.1324,-0.881423,-1.86117,0.0079,0.145435,"no"
"3106","XLOC_003106","XLOC_003106","l7Rn6","1:154142835-154170409","ZL","ZDF","OK",34.4062,18.7233,-0.877832,-1.74366,0.01525,0.214192,"no"
"3137","XLOC_003137","XLOC_003137","Acer3","1:163160978-163263606","ZL","ZDF","OK",3.12433,1.69335,-0.883663,-1.81709,0.01135,0.181443,"no"
"3153","XLOC_003153","XLOC_003153","Neu3","1:164803348-164814674","ZL","ZDF","OK",5.79004,3.26887,-0.824779,-1.46174,0.0426,0.347971,"no"
"3160","XLOC_003160","XLOC_003160","Mrpl48","1:165563787-165606375","ZL","ZDF","OK",34.2332,20.4426,-0.743818,-1.46808,0.04155,0.342449,"no"
"3280","XLOC_003280","XLOC_003280","Mrpl17","1:170649200-170653994","ZL","ZDF","OK",123.484,60.0827,-1.0393,-1.96535,0.00595,0.123268,"no"
"3299","XLOC_003299","XLOC_003299","LOC499235","1:171993856-171997902","ZL","ZDF","OK",27.3414,13.6616,-1.00096,-2.02624,0.0053,0.115004,"no"
"3337","XLOC_003337","XLOC_003337","Tmem41b","1:174605673-174620064","ZL","ZDF","OK",14.1778,8.95231,-0.663304,-1.44285,0.0416,0.342604,"no"
"3347","XLOC_003347","XLOC_003347","Dkk3","1:176940416-176983071","ZL","ZDF","OK",35.7752,18.0546,-0.986597,-1.64315,0.01685,0.224609,"no"
"3350","XLOC_003350","XLOC_003350","Tead1","1:177495781-177714826","ZL","ZDF","OK",17.1946,8.29652,-1.05137,-1.48556,0.0337,0.314081,"no"
"3356","XLOC_003356","XLOC_003356","Rras2","1:178940515-179010257","ZL","ZDF","OK",23.0811,12.6749,-0.864737,-1.48814,0.02995,0.299377,"no"
"3382","XLOC_003382","XLOC_003382","Gde1","1:188394813-188407132","ZL","ZDF","OK",19.5424,9.11298,-1.10062,-2.28793,0.0011,0.0464983,"yes"
"3400","XLOC_003400","XLOC_003400","Crym","1:189944894-189960073","ZL","ZDF","OK",21.518,8.39014,-1.35878,-2.64623,3e-04,0.019395,"yes"
"3401","XLOC_003401","XLOC_003401","AABR07005618.1","1:190368883-190370499","ZL","ZDF","OK",10.1207,4.76241,-1.08755,-1.61953,0.02295,0.263565,"no"
"3460","XLOC_003460","XLOC_003460","Nsmce1","1:196855375-196884302","ZL","ZDF","OK",35.9915,22.242,-0.69437,-1.41352,0.04695,0.364024,"no"
"3494","XLOC_003494","XLOC_003494","Kif22","1:198461168-198476476","ZL","ZDF","OK",2.27536,0.941212,-1.2735,-2.15336,0.0033,0.085843,"no"
"3504","XLOC_003504","XLOC_003504","LOC102553763","1:198792104-198794979","ZL","ZDF","OK",19.8573,12.0973,-0.714987,-1.47969,0.0364,0.322364,"no"
"3564","XLOC_003564","XLOC_003564","Mki67","1:207993894-208020454","ZL","ZDF","OK",1.15656,0.464413,-1.31636,-2.53995,0.00105,0.0454332,"yes"
"3655","XLOC_003655","XLOC_003655","Nap1l4","1:216715349-216751704","ZL","ZDF","OK",74.3295,39.5654,-0.909694,-1.61003,0.0234,0.265268,"no"
"3672","XLOC_003672","XLOC_003672","Ccnd1","1:218090748-218100537","ZL","ZDF","OK",24.3259,7.68013,-1.66329,-3.42183,5e-05,0.00520877,"yes"
"3694","XLOC_003694","XLOC_003694","Tbc1d10c","1:219431088-219438779","ZL","ZDF","OK",14.329,7.05744,-1.02172,-2.06419,0.00405,0.098368,"no"
"3703","XLOC_003703","XLOC_003703","LOC689065","1:219743746-219758885","ZL","ZDF","OK",0.674066,0.216016,-1.64175,-1.53059,0.0329,0.309711,"no"
"3717","XLOC_003717","XLOC_003717","LOC100363782","1:220480833-220491469","ZL","ZDF","OK",131.844,61.4326,-1.10175,-1.84354,0.0116,0.184101,"no"
"3722","XLOC_003722","XLOC_003722","Banf1","1:220743891-220746224","ZL","ZDF","OK",194.146,103.809,-0.903213,-1.66926,0.0187,0.23705,"no"
"3765","XLOC_003765","XLOC_003765","Gpr137","1:222194265-222197653","ZL","ZDF","OK",15.2444,8.8839,-0.779018,-1.64015,0.0212,0.253443,"no"
"3821","XLOC_003821","XLOC_003821","Tmem109","1:226924969-226935689","ZL","ZDF","OK",61.8682,32.9898,-0.907178,-1.78529,0.0123,0.190399,"no"
"3833","XLOC_003833","XLOC_003833","Ms4a12","1:227405225-227416859","ZL","ZDF","OK",1.5183,0.478398,-1.66617,-1.79327,0.0122,0.189251,"no"
"3883","XLOC_003883","XLOC_003883","RGD1311863","1:234674928-234704820","ZL","ZDF","OK",7.93789,3.84038,-1.04751,-2.06118,0.0052,0.113619,"no"
"3890","XLOC_003890","XLOC_003890","RGD1563242","1:236494220-236501733","ZL","ZDF","OK",11.4092,6.26929,-0.863818,-1.83741,0.00985,0.166165,"no"
"3911","XLOC_003911","XLOC_003911","Fam189a2","1:241822149-241875864","ZL","ZDF","OK",16.1108,5.89204,-1.45119,-2.7622,5e-05,0.00520877,"yes"
"3918","XLOC_003918","XLOC_003918","Pgm5","1:242572235-242766448","ZL","ZDF","OK",34.0143,14.6169,-1.2185,-1.44994,0.0394,0.334254,"no"
"3958","XLOC_003958","XLOC_003958","Atad1","1:251234673-251387002","ZL","ZDF","OK",27.133,15.5066,-0.807165,-1.6239,0.0222,0.258463,"no"
"3973","XLOC_003973","XLOC_003973","Slc16a12","1:252976072-253053865","ZL","ZDF","OK",1.85456,0.982455,-0.916617,-1.70433,0.0162,0.220218,"no"
"3993","XLOC_003993","XLOC_003993","Cpeb3","1:255661798-255842336","ZL","ZDF","OK",2.78491,0.977342,-1.51069,-2.07142,0.0056,0.118702,"no"
"4015","XLOC_004015","XLOC_004015","Pdlim1","1:259308295-259357056","ZL","ZDF","OK",65.6588,39.7783,-0.723007,-1.45831,0.0421,0.345427,"no"
