"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"2475","XLOC_002475","XLOC_002475","Hif3a","1:78971824-78997869","ZL","ZDF","OK",0.126969,3.64545,4.84355,6.35756,5e-05,0.00520877,"yes"
"2495","XLOC_002495","XLOC_002495","Clasrp","1:80491479-80515747","ZL","ZDF","OK",18.8266,33.8724,0.847339,1.75722,0.0142,0.206299,"no"
"2512","XLOC_002512","XLOC_002512","Zfp94","1:81122787-81152384","ZL","ZDF","OK",8.38784,17.5206,1.06268,1.91239,0.0066,0.131766,"no"
"2533","XLOC_002533","XLOC_002533","Erf","1:82112448-82120902","ZL","ZDF","OK",5.04341,7.95738,0.657893,1.42244,0.04555,0.358865,"no"
"2534","XLOC_002534","XLOC_002534","Pafah1b3","1:82163594-82166363","ZL","ZDF","OK",1.06371,2.46064,1.20993,1.71939,0.01955,0.243476,"no"
"2536","XLOC_002536","XLOC_002536","Cxcl17,Lipe","1:82247861-82279529","ZL","ZDF","OK",31.1983,98.9736,1.66557,2.72199,0.00065,0.0330733,"yes"
"2537","XLOC_002537","XLOC_002537","Ceacam1","1:82300713-82367012","ZL","ZDF","OK",2.52175,6.91054,1.45437,2.12832,0.0025,0.0724967,"no"
"2555","XLOC_002555","XLOC_002555","AABR07002768.1","1:83816125-83819689","ZL","ZDF","OK",3.03865,4.9007,0.689557,1.4541,0.03995,0.335809,"no"
"2610","XLOC_002610","XLOC_002610","Spred3","1:88101603-88112683","ZL","ZDF","OK",0.502681,1.00668,1.00188,1.38599,0.03095,0.302899,"no"
"2612","XLOC_002612","XLOC_002612","AC118147.2","1:88131553-88162583","ZL","ZDF","OK",0.355498,0.67163,0.917825,1.41154,0.0474,0.365066,"no"
"2616","XLOC_002616","XLOC_002616","LOC102546354","1:88348648-88363766","ZL","ZDF","OK",1.00402,1.78365,0.829049,1.43872,0.0472,0.36442,"no"
"2633","XLOC_002633","XLOC_002633","Aplp1","1:88897531-88908750","ZL","ZDF","OK",2.23468,4.03406,0.852162,1.47431,0.03975,0.335575,"no"
"2657","XLOC_002657","XLOC_002657","Fxyd5","1:89464852-89474452","ZL","ZDF","OK",16.7218,28.2452,0.756273,1.58844,0.02915,0.29419,"no"
"2662","XLOC_002662","XLOC_002662","Gramd1a","1:89563765-89590490","ZL","ZDF","OK",12.3297,20.2665,0.716959,1.43539,0.04455,0.354545,"no"
"2684","XLOC_002684","XLOC_002684","Clip3","1:90962706-90978930","ZL","ZDF","OK",2.43051,5.14901,1.08304,2.2434,0.0018,0.0627033,"no"
"2730","XLOC_002730","XLOC_002730","Siglec5","1:98562345-98571019","ZL","ZDF","OK",1.2977,3.02098,1.21906,2.28643,0.00165,0.0590695,"no"
"2786","XLOC_002786","XLOC_002786","Bax","1:101451801-101457207","ZL","ZDF","OK",21.9999,35.6222,0.695277,1.46719,0.03745,0.326403,"no"
"2813","XLOC_002813","XLOC_002813","Ptpn5","1:103197914-103256823","ZL","ZDF","OK",0.14818,0.494846,1.73963,2.02583,0.01075,0.174904,"no"
"2965","XLOC_002965","XLOC_002965","Arrdc4","1:129766094-129780356","ZL","ZDF","OK",7.5912,14.5838,0.941969,1.88272,0.00545,0.116534,"no"
"3011","XLOC_003011","XLOC_003011","Kif7","1:141434087-141452519","ZL","ZDF","OK",1.5534,2.77068,0.834814,1.54992,0.03255,0.308414,"no"
"3013","XLOC_003013","XLOC_003013","Pex11a","1:141474179-141481315","ZL","ZDF","OK",2.32909,11.271,2.27478,4.06356,5e-05,0.00520877,"yes"
"3028","XLOC_003028","XLOC_003028","Fes","1:142174514-142184001","ZL","ZDF","OK",6.34459,10.3006,0.699132,1.46984,0.03865,0.331603,"no"
"3158","XLOC_003158","XLOC_003158","Dnajb13","1:165515725-165530095","ZL","ZDF","OK",0.153159,0.484966,1.66285,1.79005,0.0208,0.25135,"no"
"3199","XLOC_003199","XLOC_003199","Olr59","1:167906038-168058256","ZL","ZDF","OK",2.31782,6.38399,1.46169,2.44374,2e-04,0.014703,"yes"
"3276","XLOC_003276","XLOC_003276","Arfip2","1:170465010-170471153","ZL","ZDF","OK",23.242,50.1153,1.10852,2.08992,0.0037,0.0923152,"no"
"3321","XLOC_003321","XLOC_003321","AABR07004992.1","1:173273653-173284941","ZL","ZDF","OK",4.4554,7.56105,0.763032,1.39471,0.0441,0.352624,"no"
"3328","XLOC_003328","XLOC_003328","Lmo1","1:173728183-173764250","ZL","ZDF","OK",1.86334,4.12034,1.14487,1.72913,0.01875,0.23741,"no"
"3335","XLOC_003335","XLOC_003335","Scube2","1:174428046-174495258","ZL","ZDF","OK",0.481875,1.04008,1.10997,1.80614,0.0122,0.189251,"no"
"3367","XLOC_003367","XLOC_003367","Nucb2","1:185094540-185143272","ZL","ZDF","OK",10.2636,24.715,1.26785,2.35719,0.00225,0.0697563,"no"
"3452","XLOC_003452","XLOC_003452","SNORD64","1:195060541-195072182","ZL","ZDF","OK",7.81466,23.4723,1.5867,2.51301,3e-04,0.019395,"yes"
"3463","XLOC_003463","XLOC_003463","Xpo6","1:197500506-197590277","ZL","ZDF","OK",10.6819,19.2732,0.85143,1.62359,0.0273,0.285345,"no"
"3478","XLOC_003478","XLOC_003478","Sult1a1","1:198066997-198104109","ZL","ZDF","OK",15.1936,162.052,3.41492,5.1567,5e-05,0.00520877,"yes"
"3522","XLOC_003522","XLOC_003522","RGD1310127","1:199682687-199716213","ZL","ZDF","OK",6.22735,10.1859,0.709884,1.40199,0.04785,0.366988,"no"
"3573","XLOC_003573","XLOC_003573","Mapk1ip1","1:211195439-211205782","ZL","ZDF","OK",20.4717,42.6048,1.05738,1.83893,0.008,0.14654,"no"
"3621","XLOC_003621","XLOC_003621","Deaf1","1:214283753-214317466","ZL","ZDF","OK",12.561,21.2776,0.760382,1.57443,0.02815,0.290228,"no"
"3641","XLOC_003641","XLOC_003641","Ifitm10","1:215515763-215539385","ZL","ZDF","OK",4.51421,19.4374,2.10629,2.51288,0.00015,0.0121666,"yes"
"3645","XLOC_003645","XLOC_003645","Mir675","1:215744401-215747083","ZL","ZDF","OK",8.76582,17.552,1.00167,2.09352,0.00215,0.0691935,"no"
"3653","XLOC_003653","XLOC_003653","Cdkn1c","1:216661069-216663764","ZL","ZDF","OK",1.42854,2.99951,1.07019,1.89707,0.0084,0.151345,"no"
"3675","XLOC_003675","XLOC_003675","Tpcn2","1:218419183-218448877","ZL","ZDF","OK",3.90021,7.44025,0.9318,1.70474,0.0181,0.232257,"no"
"3691","XLOC_003691","XLOC_003691","Rpl35a","1:219395275-219395623","ZL","ZDF","OK",17.5711,32.7239,0.897142,1.56637,0.0301,0.300331,"no"
"3692","XLOC_003692","XLOC_003692","Rps6kb2","1:219403969-219412949","ZL","ZDF","OK",9.97825,18.5012,0.890765,1.76424,0.0139,0.204099,"no"
"3798","XLOC_003798","XLOC_003798","Scgb1a1","1:225279675-225283326","ZL","ZDF","OK",0.210979,2.5035,3.56878,2.39725,0.0267,0.282568,"no"
"3929","XLOC_003929","XLOC_003929","Rfx3","1:245853350-246110218","ZL","ZDF","OK",0.601622,1.00245,0.736605,1.45532,0.0342,0.315132,"no"
"3997","XLOC_003997","XLOC_003997","Myof","1:256585409-256734769","ZL","ZDF","OK",4.81626,8.62904,0.841289,1.43941,0.0465,0.362453,"no"
"4091","XLOC_004091","XLOC_004091","Pcgf6","1:266811415-266830976","ZL","ZDF","OK",1.32168,2.62269,0.988677,1.48586,0.0357,0.320033,"no"
"5187","XLOC_005187","XLOC_005187","Myh11","10:764420-859241","ZL","ZDF","OK",14.1574,29.0531,1.03713,1.86287,0.01575,0.21719,"no"
"5219","XLOC_005219","XLOC_005219","Socs1","10:4957325-4958461","ZL","ZDF","OK",0.655747,1.57375,1.263,1.58063,0.0338,0.314413,"no"
"5264","XLOC_005264","XLOC_005264","Slx4","10:11785647-11808381","ZL","ZDF","OK",4.2356,7.27394,0.780171,1.64213,0.0217,0.256307,"no"
"5330","XLOC_005330","XLOC_005330","Mslnl","10:15108071-15119183","ZL","ZDF","OK",0.323143,0.761623,1.23691,1.51866,0.0438,0.351889,"no"
"5341","XLOC_005341","XLOC_005341","Luc7l","10:15538871-15573306","ZL","ZDF","OK",12.1555,28.2857,1.21846,2.07028,0.0079,0.145435,"no"
"5383","XLOC_005383","XLOC_005383","Pwwp2a","10:29289202-29335904","ZL","ZDF","OK",6.84849,12.0804,0.818805,1.59801,0.02465,0.272277,"no"
"5441","XLOC_005441","XLOC_005441","Gfpt2","10:35279235-35325508","ZL","ZDF","OK",5.49763,15.3552,1.48185,2.88153,5e-05,0.00520877,"yes"
"5492","XLOC_005492","XLOC_005492","P4ha2","10:39435226-39464188","ZL","ZDF","OK",13.9769,23.2417,0.733667,1.4834,0.03395,0.314675,"no"
"5524","XLOC_005524","XLOC_005524","Zfp692","10:43740796-43760968","ZL","ZDF","OK",9.5504,18.3888,0.945194,1.44277,0.0482,0.367494,"no"
"5591","XLOC_005591","XLOC_005591","Aldh3a1","10:47490152-47499876","ZL","ZDF","OK",0.821827,2.55034,1.63379,2.52268,0.0012,0.0484875,"yes"
"5646","XLOC_005646","XLOC_005646","Pik3r6","10:55085258-55135457","ZL","ZDF","OK",4.90458,10.2417,1.06225,2.20102,0.0027,0.0764803,"no"
"5662","XLOC_005662","XLOC_005662","Per1","10:55681735-55698055","ZL","ZDF","OK",11.1382,28.4969,1.35528,2.43446,8e-04,0.037335,"yes"
"5664","XLOC_005664","XLOC_005664","Aloxe3","10:55712042-55735911","ZL","ZDF","OK",3.00279,5.44723,0.859219,1.79799,0.01155,0.183572,"no"
"5692","XLOC_005692","XLOC_005692","Asgr2","10:56688860-56723611","ZL","ZDF","OK",3.86441,6.69232,0.792258,1.46227,0.0443,0.353837,"no"
"5693","XLOC_005693","XLOC_005693","Clec10a","10:56764926-56769457","ZL","ZDF","OK",8.43304,13.488,0.677552,1.43432,0.04325,0.350158,"no"
"5694","XLOC_005694","XLOC_005694","Slc16a11","10:56822755-56826510","ZL","ZDF","OK",2.83045,6.7361,1.25088,2.08796,0.0026,0.0741253,"no"
"5697","XLOC_005697","XLOC_005697","Arrb2","10:57040265-57048136","ZL","ZDF","OK",5.69914,9.07885,0.671766,1.39894,0.04955,0.37198,"no"
"5740","XLOC_005740","XLOC_005740","Shpk","10:59765170-59789731","ZL","ZDF","OK",0.822305,1.74175,1.08279,1.72629,0.0173,0.227435,"no"
"5806","XLOC_005806","XLOC_005806","Lgals9","10:64737015-64760325","ZL","ZDF","OK",31.4309,56.6851,0.850784,1.65878,0.0213,0.253764,"no"
"5872","XLOC_005872","XLOC_005872","Slfn3","10:70411737-70435160","ZL","ZDF","OK",4.59812,12.253,1.41402,1.56803,0.0046,0.105988,"no"
"5897","XLOC_005897","XLOC_005897","Car4","10:72272247-72281069","ZL","ZDF","OK",13.1264,29.8153,1.18359,2.53688,0.00025,0.0171727,"yes"
"5942","XLOC_005942","XLOC_005942","Trim25","10:76343482-76365484","ZL","ZDF","OK",12.0133,27.7938,1.21013,2.19212,0.0024,0.0711935,"no"
"5972","XLOC_005972","XLOC_005972","Tac4","10:83081167-83089481","ZL","ZDF","OK",0.142937,0.76963,2.42879,1.91522,0.03725,0.325564,"no"
"6032","XLOC_006032","XLOC_006032","Pnmt","10:86340939-86342858","ZL","ZDF","OK",0.229062,0.814935,1.83095,1.70608,0.03575,0.320351,"no"
"6035","XLOC_006035","XLOC_006035","Zpbp2","10:86514829-86523372","ZL","ZDF","OK",0.341997,0.927664,1.43962,1.53699,0.0472,0.36442,"no"
"6090","XLOC_006090","XLOC_006090","Rnd2","10:89376529-89380101","ZL","ZDF","OK",2.60356,5.0872,0.966387,1.75754,0.0166,0.222898,"no"
"6099","XLOC_006099","XLOC_006099","Arl4d","10:89578141-89580368","ZL","ZDF","OK",7.99302,22.2628,1.47782,3.09435,5e-05,0.00520877,"yes"
"6105","XLOC_006105","XLOC_006105","Cd300lg","10:89976463-89996178","ZL","ZDF","OK",16.7745,54.367,1.69646,3.32041,5e-05,0.00520877,"yes"
"6211","XLOC_006211","XLOC_006211","Cd300a","10:103438074-103451579","ZL","ZDF","OK",0.920177,1.88159,1.03197,1.50449,0.03665,0.323276,"no"
"6223","XLOC_006223","XLOC_006223","Slc16a5","10:104019887-104034595","ZL","ZDF","OK",0.522522,1.19282,1.19081,1.83772,0.01445,0.20787,"no"
"6245","XLOC_006245","XLOC_006245","Sphk1","10:105498727-105504393","ZL","ZDF","OK",1.37684,2.9662,1.10725,1.93173,0.00715,0.138593,"no"
"6262","XLOC_006262","XLOC_006262","Tmc8","10:106785076-106795299","ZL","ZDF","OK",3.58591,9.64172,1.42695,2.9184,5e-05,0.00520877,"yes"
"6441","XLOC_006441","XLOC_006441","Dnase1l2,E4f1","10:13811807-13827212","ZL","ZDF","OK",6.46802,12.2936,0.926508,1.9164,0.0066,0.131766,"no"
"6446","XLOC_006446","XLOC_006446","Slc9a3r2","10:14003123-14013870","ZL","ZDF","OK",125.12,307.55,1.29751,1.55228,0.0316,0.305399,"no"
"6468","XLOC_006468","XLOC_006468","Cacna1h","10:14727179-14788617","ZL","ZDF","OK",1.71134,4.69509,1.45603,2.67885,2e-04,0.014703,"yes"
"6475","XLOC_006475","XLOC_006475","Msln","10:15119662-15125408","ZL","ZDF","OK",0.18344,0.663484,1.85475,1.95235,0.0123,0.190399,"no"
"6479","XLOC_006479","XLOC_006479","Wdr90","10:15211658-15228250","ZL","ZDF","OK",2.57674,4.79234,0.895183,1.79756,0.0111,0.179158,"no"
"6558","XLOC_006558","XLOC_006558","AABR07029470.1,AABR07029470.2","10:29635446-29822896","ZL","ZDF","OK",3.41229,9.14171,1.42172,2.60748,0.00025,0.0171727,"yes"
"6602","XLOC_006602","XLOC_006602","LOC102555919","10:36361311-36372436","ZL","ZDF","OK",0.34127,0.696357,1.02891,1.58106,0.02825,0.290986,"no"
"6769","XLOC_006769","XLOC_006769","Glp2r","10:54257298-54323439","ZL","ZDF","OK",0.130216,0.642339,2.30243,2.74368,5e-04,0.0273396,"yes"
"6810","XLOC_006810","XLOC_006810","Nlgn2","10:56430314-56445262","ZL","ZDF","OK",3.20186,5.1404,0.68297,1.42657,0.0446,0.354815,"no"
"6813","XLOC_006813","XLOC_006813","Acap1","10:56492298-56506478","ZL","ZDF","OK",2.505,5.12621,1.03308,2.08962,0.004,0.0974767,"no"
"6824","XLOC_006824","XLOC_006824","Alox15","10:56953690-56962161","ZL","ZDF","OK",1.42928,2.67835,0.906053,1.5434,0.0317,0.305479,"no"
"6829","XLOC_006829","XLOC_006829","Chrne","10:57238945-57246594","ZL","ZDF","OK",1.73716,5.02514,1.53243,2.46383,0.00075,0.0360739,"yes"
"6849","XLOC_006849","XLOC_006849","Pitpnm3","10:58618644-58693754","ZL","ZDF","OK",0.718819,1.47957,1.04148,1.67305,0.0135,0.200502,"no"
"6854","XLOC_006854","XLOC_006854","Smtnl2","10:58951841-58973020","ZL","ZDF","OK",1.78936,3.11373,0.799205,1.47323,0.03975,0.335575,"no"
"6913","XLOC_006913","XLOC_006913","Tusc5","10:63471330-63491713","ZL","ZDF","OK",2.00406,4.16519,1.05545,1.60458,0.00845,0.151748,"no"
"6919","XLOC_006919","XLOC_006919","Rph3al","10:63988619-64140269","ZL","ZDF","OK",6.10374,11.8968,0.962807,2.05364,0.0044,0.103109,"no"
"6924","XLOC_006924","XLOC_006924","Nxn","10:64410366-64550145","ZL","ZDF","OK",5.81596,11.2347,0.949869,1.73468,0.01355,0.200838,"no"
"6957","XLOC_006957","XLOC_006957","Wsb1","10:66586801-66603181","ZL","ZDF","OK",17.0199,30.8811,0.859496,1.54758,0.02705,0.284065,"no"
"6988","XLOC_006988","XLOC_006988","Slfn13","10:70324813-70342492","ZL","ZDF","OK",6.1508,12.5222,1.02564,1.5671,0.01285,0.195471,"no"
