"","test_id","gene_id","gene","locus","sample_1","sample_2","status","value_1","value_2","log2.fold_change.","test_stat","p_value","q_value","significant"
"1326","XLOC_001326","XLOC_001326","Fam57b","1:198241480-198265843","ZL","ZDF","OK",7.09338,15.5929,1.13634,2.07792,0.0034,0.0872058,"no"
"1431","XLOC_001431","XLOC_001431","AABR07005985.2","1:212146247-212148936","ZL","ZDF","OK",6.73367,19.519,1.53541,2.73302,0.00015,0.0121666,"yes"
"1475","XLOC_001475","XLOC_001475","Cracr2b","1:214005790-214008973","ZL","ZDF","OK",0.140663,0.540475,1.94198,1.79491,0.0297,0.297827,"no"
"1485","XLOC_001485","XLOC_001485","Eps8l2","1:214328070-214353461","ZL","ZDF","OK",0.452147,1.63402,1.85356,3.01238,2e-04,0.014703,"yes"
"1504","XLOC_001504","XLOC_001504","Syt8,Tnni2","1:215602213-215611658","ZL","ZDF","OK",1.53519,6.74241,2.13485,2.90214,5e-05,0.00520877,"yes"
"1546","XLOC_001546","XLOC_001546","Clcf1","1:219468674-219472654","ZL","ZDF","OK",0.858415,2.3507,1.45334,1.90679,0.00865,0.153088,"no"
"1606","XLOC_001606","XLOC_001606","Rasgrp2","1:221772573-221788765","ZL","ZDF","OK",3.57158,9.93497,1.47595,3.05827,5e-05,0.00520877,"yes"
"1834","XLOC_001834","XLOC_001834","Hectd2","1:255185628-255254307","ZL","ZDF","OK",3.61949,7.56748,1.06402,2.14123,0.00225,0.0697563,"no"
"1876","XLOC_001876","XLOC_001876","Lcor","1:260732484-260835778","ZL","ZDF","OK",11.9399,37.4537,1.64932,5.79478,0.0063,0.127397,"no"
"1997","XLOC_001997","XLOC_001997","Eno4","1:280103694-280127073","ZL","ZDF","OK",0.246186,0.825562,1.74563,2.14079,0.00535,0.11518,"no"
"2296","XLOC_002296","XLOC_002296","Dll1","1:57318707-57327379","ZL","ZDF","OK",2.00398,4.71443,1.23422,2.27122,0.0011,0.0464983,"yes"
"2299","XLOC_002299","XLOC_002299","Prdm9","1:57533576-57555048","ZL","ZDF","OK",1.06988,2.61344,1.2885,1.73153,0.019,0.239472,"no"
"2307","XLOC_002307","XLOC_002307","Has1","1:59720508-59732409","ZL","ZDF","OK",0.681346,1.37093,1.0087,1.48663,0.0381,0.328809,"no"
"2340","XLOC_002340","XLOC_002340","Cnot3","1:64126866-64147251","ZL","ZDF","OK",9.08281,127.431,3.81043,8.10925,5e-05,0.00520877,"yes"
"2391","XLOC_002391","XLOC_002391","Aurkc","1:69958451-69965711","ZL","ZDF","OK",5.18968,12.3727,1.25345,2.39635,0.00095,0.0425294,"yes"
"2440","XLOC_002440","XLOC_002440","Lilrb4","1:73393843-73399579","ZL","ZDF","OK",1.24393,2.49724,1.00543,1.58683,0.02425,0.270167,"no"
"2475","XLOC_002475","XLOC_002475","Hif3a","1:78971824-78997869","ZL","ZDF","OK",0.126969,3.64545,4.84355,6.35756,5e-05,0.00520877,"yes"
"2512","XLOC_002512","XLOC_002512","Zfp94","1:81122787-81152384","ZL","ZDF","OK",8.38784,17.5206,1.06268,1.91239,0.0066,0.131766,"no"
"2534","XLOC_002534","XLOC_002534","Pafah1b3","1:82163594-82166363","ZL","ZDF","OK",1.06371,2.46064,1.20993,1.71939,0.01955,0.243476,"no"
"2536","XLOC_002536","XLOC_002536","Cxcl17,Lipe","1:82247861-82279529","ZL","ZDF","OK",31.1983,98.9736,1.66557,2.72199,0.00065,0.0330733,"yes"
"2537","XLOC_002537","XLOC_002537","Ceacam1","1:82300713-82367012","ZL","ZDF","OK",2.52175,6.91054,1.45437,2.12832,0.0025,0.0724967,"no"
"2610","XLOC_002610","XLOC_002610","Spred3","1:88101603-88112683","ZL","ZDF","OK",0.502681,1.00668,1.00188,1.38599,0.03095,0.302899,"no"
"2684","XLOC_002684","XLOC_002684","Clip3","1:90962706-90978930","ZL","ZDF","OK",2.43051,5.14901,1.08304,2.2434,0.0018,0.0627033,"no"
"2730","XLOC_002730","XLOC_002730","Siglec5","1:98562345-98571019","ZL","ZDF","OK",1.2977,3.02098,1.21906,2.28643,0.00165,0.0590695,"no"
"2813","XLOC_002813","XLOC_002813","Ptpn5","1:103197914-103256823","ZL","ZDF","OK",0.14818,0.494846,1.73963,2.02583,0.01075,0.174904,"no"
"3013","XLOC_003013","XLOC_003013","Pex11a","1:141474179-141481315","ZL","ZDF","OK",2.32909,11.271,2.27478,4.06356,5e-05,0.00520877,"yes"
"3158","XLOC_003158","XLOC_003158","Dnajb13","1:165515725-165530095","ZL","ZDF","OK",0.153159,0.484966,1.66285,1.79005,0.0208,0.25135,"no"
"3199","XLOC_003199","XLOC_003199","Olr59","1:167906038-168058256","ZL","ZDF","OK",2.31782,6.38399,1.46169,2.44374,2e-04,0.014703,"yes"
"3276","XLOC_003276","XLOC_003276","Arfip2","1:170465010-170471153","ZL","ZDF","OK",23.242,50.1153,1.10852,2.08992,0.0037,0.0923152,"no"
"3328","XLOC_003328","XLOC_003328","Lmo1","1:173728183-173764250","ZL","ZDF","OK",1.86334,4.12034,1.14487,1.72913,0.01875,0.23741,"no"
"3335","XLOC_003335","XLOC_003335","Scube2","1:174428046-174495258","ZL","ZDF","OK",0.481875,1.04008,1.10997,1.80614,0.0122,0.189251,"no"
"3367","XLOC_003367","XLOC_003367","Nucb2","1:185094540-185143272","ZL","ZDF","OK",10.2636,24.715,1.26785,2.35719,0.00225,0.0697563,"no"
"3452","XLOC_003452","XLOC_003452","SNORD64","1:195060541-195072182","ZL","ZDF","OK",7.81466,23.4723,1.5867,2.51301,3e-04,0.019395,"yes"
"3478","XLOC_003478","XLOC_003478","Sult1a1","1:198066997-198104109","ZL","ZDF","OK",15.1936,162.052,3.41492,5.1567,5e-05,0.00520877,"yes"
"3573","XLOC_003573","XLOC_003573","Mapk1ip1","1:211195439-211205782","ZL","ZDF","OK",20.4717,42.6048,1.05738,1.83893,0.008,0.14654,"no"
"3641","XLOC_003641","XLOC_003641","Ifitm10","1:215515763-215539385","ZL","ZDF","OK",4.51421,19.4374,2.10629,2.51288,0.00015,0.0121666,"yes"
"3645","XLOC_003645","XLOC_003645","Mir675","1:215744401-215747083","ZL","ZDF","OK",8.76582,17.552,1.00167,2.09352,0.00215,0.0691935,"no"
"3653","XLOC_003653","XLOC_003653","Cdkn1c","1:216661069-216663764","ZL","ZDF","OK",1.42854,2.99951,1.07019,1.89707,0.0084,0.151345,"no"
"3798","XLOC_003798","XLOC_003798","Scgb1a1","1:225279675-225283326","ZL","ZDF","OK",0.210979,2.5035,3.56878,2.39725,0.0267,0.282568,"no"
"5187","XLOC_005187","XLOC_005187","Myh11","10:764420-859241","ZL","ZDF","OK",14.1574,29.0531,1.03713,1.86287,0.01575,0.21719,"no"
"5219","XLOC_005219","XLOC_005219","Socs1","10:4957325-4958461","ZL","ZDF","OK",0.655747,1.57375,1.263,1.58063,0.0338,0.314413,"no"
"5330","XLOC_005330","XLOC_005330","Mslnl","10:15108071-15119183","ZL","ZDF","OK",0.323143,0.761623,1.23691,1.51866,0.0438,0.351889,"no"
"5341","XLOC_005341","XLOC_005341","Luc7l","10:15538871-15573306","ZL","ZDF","OK",12.1555,28.2857,1.21846,2.07028,0.0079,0.145435,"no"
"5441","XLOC_005441","XLOC_005441","Gfpt2","10:35279235-35325508","ZL","ZDF","OK",5.49763,15.3552,1.48185,2.88153,5e-05,0.00520877,"yes"
"5591","XLOC_005591","XLOC_005591","Aldh3a1","10:47490152-47499876","ZL","ZDF","OK",0.821827,2.55034,1.63379,2.52268,0.0012,0.0484875,"yes"
"5646","XLOC_005646","XLOC_005646","Pik3r6","10:55085258-55135457","ZL","ZDF","OK",4.90458,10.2417,1.06225,2.20102,0.0027,0.0764803,"no"
"5662","XLOC_005662","XLOC_005662","Per1","10:55681735-55698055","ZL","ZDF","OK",11.1382,28.4969,1.35528,2.43446,8e-04,0.037335,"yes"
"5694","XLOC_005694","XLOC_005694","Slc16a11","10:56822755-56826510","ZL","ZDF","OK",2.83045,6.7361,1.25088,2.08796,0.0026,0.0741253,"no"
"5740","XLOC_005740","XLOC_005740","Shpk","10:59765170-59789731","ZL","ZDF","OK",0.822305,1.74175,1.08279,1.72629,0.0173,0.227435,"no"
"5872","XLOC_005872","XLOC_005872","Slfn3","10:70411737-70435160","ZL","ZDF","OK",4.59812,12.253,1.41402,1.56803,0.0046,0.105988,"no"
"5897","XLOC_005897","XLOC_005897","Car4","10:72272247-72281069","ZL","ZDF","OK",13.1264,29.8153,1.18359,2.53688,0.00025,0.0171727,"yes"
"5942","XLOC_005942","XLOC_005942","Trim25","10:76343482-76365484","ZL","ZDF","OK",12.0133,27.7938,1.21013,2.19212,0.0024,0.0711935,"no"
"5972","XLOC_005972","XLOC_005972","Tac4","10:83081167-83089481","ZL","ZDF","OK",0.142937,0.76963,2.42879,1.91522,0.03725,0.325564,"no"
"6032","XLOC_006032","XLOC_006032","Pnmt","10:86340939-86342858","ZL","ZDF","OK",0.229062,0.814935,1.83095,1.70608,0.03575,0.320351,"no"
"6035","XLOC_006035","XLOC_006035","Zpbp2","10:86514829-86523372","ZL","ZDF","OK",0.341997,0.927664,1.43962,1.53699,0.0472,0.36442,"no"
"6099","XLOC_006099","XLOC_006099","Arl4d","10:89578141-89580368","ZL","ZDF","OK",7.99302,22.2628,1.47782,3.09435,5e-05,0.00520877,"yes"
"6105","XLOC_006105","XLOC_006105","Cd300lg","10:89976463-89996178","ZL","ZDF","OK",16.7745,54.367,1.69646,3.32041,5e-05,0.00520877,"yes"
"6211","XLOC_006211","XLOC_006211","Cd300a","10:103438074-103451579","ZL","ZDF","OK",0.920177,1.88159,1.03197,1.50449,0.03665,0.323276,"no"
"6223","XLOC_006223","XLOC_006223","Slc16a5","10:104019887-104034595","ZL","ZDF","OK",0.522522,1.19282,1.19081,1.83772,0.01445,0.20787,"no"
"6245","XLOC_006245","XLOC_006245","Sphk1","10:105498727-105504393","ZL","ZDF","OK",1.37684,2.9662,1.10725,1.93173,0.00715,0.138593,"no"
"6262","XLOC_006262","XLOC_006262","Tmc8","10:106785076-106795299","ZL","ZDF","OK",3.58591,9.64172,1.42695,2.9184,5e-05,0.00520877,"yes"
"6446","XLOC_006446","XLOC_006446","Slc9a3r2","10:14003123-14013870","ZL","ZDF","OK",125.12,307.55,1.29751,1.55228,0.0316,0.305399,"no"
"6468","XLOC_006468","XLOC_006468","Cacna1h","10:14727179-14788617","ZL","ZDF","OK",1.71134,4.69509,1.45603,2.67885,2e-04,0.014703,"yes"
"6475","XLOC_006475","XLOC_006475","Msln","10:15119662-15125408","ZL","ZDF","OK",0.18344,0.663484,1.85475,1.95235,0.0123,0.190399,"no"
"6558","XLOC_006558","XLOC_006558","AABR07029470.1,AABR07029470.2","10:29635446-29822896","ZL","ZDF","OK",3.41229,9.14171,1.42172,2.60748,0.00025,0.0171727,"yes"
"6602","XLOC_006602","XLOC_006602","LOC102555919","10:36361311-36372436","ZL","ZDF","OK",0.34127,0.696357,1.02891,1.58106,0.02825,0.290986,"no"
"6769","XLOC_006769","XLOC_006769","Glp2r","10:54257298-54323439","ZL","ZDF","OK",0.130216,0.642339,2.30243,2.74368,5e-04,0.0273396,"yes"
"6813","XLOC_006813","XLOC_006813","Acap1","10:56492298-56506478","ZL","ZDF","OK",2.505,5.12621,1.03308,2.08962,0.004,0.0974767,"no"
"6829","XLOC_006829","XLOC_006829","Chrne","10:57238945-57246594","ZL","ZDF","OK",1.73716,5.02514,1.53243,2.46383,0.00075,0.0360739,"yes"
"6849","XLOC_006849","XLOC_006849","Pitpnm3","10:58618644-58693754","ZL","ZDF","OK",0.718819,1.47957,1.04148,1.67305,0.0135,0.200502,"no"
"6913","XLOC_006913","XLOC_006913","Tusc5","10:63471330-63491713","ZL","ZDF","OK",2.00406,4.16519,1.05545,1.60458,0.00845,0.151748,"no"
"6988","XLOC_006988","XLOC_006988","Slfn13","10:70324813-70342492","ZL","ZDF","OK",6.1508,12.5222,1.02564,1.5671,0.01285,0.195471,"no"
"7004","XLOC_007004","XLOC_007004","Ac1576","10:71278649-71359378","ZL","ZDF","OK",1.72291,3.95444,1.19863,1.23399,0.03,0.299605,"no"
"7048","XLOC_007048","XLOC_007048","Dgke","10:76382567-76408245","ZL","ZDF","OK",6.03036,13.8319,1.19769,2.35102,0.00055,0.0292018,"yes"
"7111","XLOC_007111","XLOC_007111","Tbx21","10:85032797-85049364","ZL","ZDF","OK",0.85755,1.87446,1.12818,1.86315,0.00985,0.166165,"no"
"7112","XLOC_007112","XLOC_007112","Tbkbp1","10:85071055-85084850","ZL","ZDF","OK",6.61093,13.3384,1.01266,2.06987,0.00455,0.1055,"no"
"7161","XLOC_007161","XLOC_007161","Krt12","10:87328548-87335823","ZL","ZDF","OK",0.228062,1.33885,2.55349,2.86359,0.00065,0.0330733,"yes"
"7198","XLOC_007198","XLOC_007198","Krt14,Krt17,Krt19","10:88055822-88163723","ZL","ZDF","OK",0.231359,0.696771,1.59055,1.49157,0.03785,0.32781,"no"
"7278","XLOC_007278","XLOC_007278","Gm884","10:91610626-91687743","ZL","ZDF","OK",2.1667,7.4147,1.77489,3.39778,5e-05,0.00520877,"yes"
"7347","XLOC_007347","XLOC_007347","Cdc42ep4","10:102244672-102269323","ZL","ZDF","OK",10.1879,23.3953,1.19937,2.52682,0.00055,0.0292018,"yes"
"7410","XLOC_007410","XLOC_007410","Tmc6","10:106766638-106783749","ZL","ZDF","OK",8.95461,19.8387,1.14762,2.19353,0.00235,0.0711935,"no"
"7999","XLOC_007999","XLOC_007999","Map3k7cl","11:27208281-27251935","ZL","ZDF","OK",5.88943,12.5552,1.09208,2.23383,0.00225,0.0697563,"no"
"8020","XLOC_008020","XLOC_008020","Mrap","11:30904732-30915225","ZL","ZDF","OK",0.169916,1.28738,2.92155,2.38205,0.03915,0.333678,"no"
"8041","XLOC_008041","XLOC_008041","Cbr1,LOC102556347","11:33812661-33865933","ZL","ZDF","OK",5.90102,17.098,1.53479,2.91779,1e-04,0.00897184,"yes"
"8047","XLOC_008047","XLOC_008047","Cbr3","11:33909438-33917675","ZL","ZDF","OK",3.73753,7.54031,1.01254,1.95629,0.00735,0.140122,"no"
"8048","XLOC_008048","XLOC_008048","Dopey2","11:33925497-34027445","ZL","ZDF","OK",7.82379,22.3809,1.51633,2.30919,0.00125,0.0495961,"yes"
"8076","XLOC_008076","XLOC_008076","Gm4944","11:38727047-38773724","ZL","ZDF","OK",3.14643,7.02673,1.15914,2.3822,9e-04,0.0407056,"yes"
"8430","XLOC_008430","XLOC_008430","Cebpd","11:89008007-89009146","ZL","ZDF","OK",6.94485,18.086,1.38086,2.90194,5e-05,0.00520877,"yes"
"8635","XLOC_008635","XLOC_008635","Btla","11:60524028-60547240","ZL","ZDF","OK",0.271673,0.738451,1.44263,1.73756,0.00795,0.145989,"no"
"8813","XLOC_008813","XLOC_008813","Cldn5","11:86328805-86358453","ZL","ZDF","OK",28.0532,68.9656,1.29771,2.5587,3e-04,0.019395,"yes"
"9222","XLOC_009222","XLOC_009222","AABR07035107.1","12:4719073-4744835","ZL","ZDF","OK",10.239,23.709,1.21136,1.82888,0.00875,0.154114,"no"
"9354","XLOC_009354","XLOC_009354","LOC681182","12:20882343-20890965","ZL","ZDF","OK",0.101708,0.359641,1.82213,1.80323,0.0212,0.253443,"no"
"9399","XLOC_009399","XLOC_009399","AABR07035819.1","12:23596980-23624340","ZL","ZDF","OK",2.17425,77.2974,5.15183,0.172674,0.04485,0.355389,"no"
"9536","XLOC_009536","XLOC_009536","Oas1a","12:41200717-41211909","ZL","ZDF","OK",3.44739,35.4853,3.36364,6.26932,5e-05,0.00520877,"yes"
"9586","XLOC_009586","XLOC_009586","Cabp1","12:47179663-47209854","ZL","ZDF","OK",6.78986,16.9555,1.3203,1.55418,0.02315,0.26448,"no"
"9594","XLOC_009594","XLOC_009594","Trpv4","12:47698946-47737902","ZL","ZDF","OK",1.15292,3.17717,1.46245,2.7887,0.00015,0.0121666,"yes"
"9707","XLOC_009707","XLOC_009707","Pan3","12:9214113-9331195","ZL","ZDF","OK",12.7964,26.2517,1.03668,1.83664,0.01015,0.169534,"no"
"9822","XLOC_009822","XLOC_009822","LOC680910","12:20480093-20486276","ZL","ZDF","OK",1.06972,2.42956,1.18346,1.64847,0.02525,0.274763,"no"
"9853","XLOC_009853","XLOC_009853","Cldn15","12:22738194-22748860","ZL","ZDF","OK",1.39648,2.98316,1.09505,1.92222,0.0074,0.140466,"no"
"9860","XLOC_009860","XLOC_009860","Rasa4","12:23596980-23624340","ZL","ZDF","OK",16.7623,39.5828,1.23965,1.90059,0.01005,0.168376,"no"
"9885","XLOC_009885","XLOC_009885","Wbscr28","12:24803685-24809844","ZL","ZDF","OK",0.384711,1.8157,2.23868,2.69922,0.00205,0.0679654,"no"
"9949","XLOC_009949","XLOC_009949","Ccdc62","12:38057528-38093069","ZL","ZDF","OK",5.16015,10.6801,1.04944,2.12434,0.00305,0.0825953,"no"
"9992","XLOC_009992","XLOC_009992","Oas1k","12:41227824-41307393","ZL","ZDF","OK",4.57575,57.2795,3.64594,6.67445,5e-05,0.00520877,"yes"
"10006","XLOC_010006","XLOC_010006","Tbx3","12:42479644-42493657","ZL","ZDF","OK",2.50047,5.82257,1.21946,2.47957,0.00055,0.0292018,"yes"
"10035","XLOC_010035","XLOC_010035","Pxn","12:46797950-46845080","ZL","ZDF","OK",26.9283,56.1769,1.06085,1.83644,0.0101,0.168956,"no"
"10046","XLOC_010046","XLOC_010046","Cabp1","12:47179663-47209854","ZL","ZDF","OK",0.834905,2.24342,1.42602,1.60578,0.02695,0.283983,"no"
"10492","XLOC_010492","XLOC_010492","Fmod","13:50873604-50885563","ZL","ZDF","OK",1.48334,4.80572,1.6959,3.33258,5e-05,0.00520877,"yes"
"10510","XLOC_010510","XLOC_010510","Lmod1","13:52147554-52190228","ZL","ZDF","OK",1.4199,3.00844,1.08323,2.1975,0.00275,0.0773979,"no"
"10564","XLOC_010564","XLOC_010564","Ivns1abp","13:68702239-68725106","ZL","ZDF","OK",336.166,1188.51,1.8219,0.921468,0.00995,0.16721,"no"
"10685","XLOC_010685","XLOC_010685","LOC100361087","13:88633938-88943741","ZL","ZDF","OK",1.68772,4.46523,1.40366,1.5887,0.0305,0.301991,"no"
"10696","XLOC_010696","XLOC_010696","Apoa2","13:89597137-89598802","ZL","ZDF","OK",0,0.385445,Inf,NA,0.0096,0.163834,"no"
"10820","XLOC_010820","XLOC_010820","AABR07022055.1","13:104660573-104679573","ZL","ZDF","OK",0.932857,2.40181,1.36439,1.6487,0.00855,0.152053,"no"
"10901","XLOC_010901","XLOC_010901","Cdh19","13:32344962-32469543","ZL","ZDF","OK",0.830573,2.41238,1.53828,2.94545,1e-04,0.00897184,"yes"
"10908","XLOC_010908","XLOC_010908","Inhbb","13:35436531-35442222","ZL","ZDF","OK",1.29287,3.55505,1.45929,2.82668,2e-04,0.014703,"yes"
"10967","XLOC_010967","XLOC_010967","Etnk2","13:50481162-50499140","ZL","ZDF","OK",0.142498,0.465144,1.70674,1.48156,0.02105,0.252566,"no"
"11133","XLOC_011133","XLOC_011133","Fmo1","13:80712744-80745347","ZL","ZDF","OK",13.2421,28.8927,1.12558,2.33729,0.0012,0.0484875,"yes"
"11134","XLOC_011134","XLOC_011134","Fmo2","13:80749554-80775315","ZL","ZDF","OK",13.1417,59.8997,2.18839,2.95437,0.00025,0.0171727,"yes"
"11135","XLOC_011135","XLOC_011135","Fmo6","13:80791564-80819218","ZL","ZDF","OK",0.227168,0.830452,1.87013,1.82144,0.02685,0.283336,"no"
"11136","XLOC_011136","XLOC_011136","Fmo3","13:80837419-80862963","ZL","ZDF","OK",6.46821,15.3482,1.24663,2.62626,0.00025,0.0171727,"yes"
"11187","XLOC_011187","XLOC_011187","Uap1","13:88463268-88497901","ZL","ZDF","OK",16.7524,33.7776,1.0117,2.07903,0.004,0.0974767,"no"
"11217","XLOC_011217","XLOC_011217","Kcnj9","13:90703035-90710287","ZL","ZDF","OK",0.225289,0.624665,1.4713,1.48617,0.03785,0.32781,"no"
"11681","XLOC_011681","XLOC_011681","Hsd17b13","14:7113543-7128220","ZL","ZDF","OK",0.777131,2.56695,1.72383,2.42119,0.00215,0.0691935,"no"
"11685","XLOC_011685","XLOC_011685","Slc10a6","14:7581188-7684563","ZL","ZDF","OK",1.52873,4.8327,1.6605,2.51205,5e-04,0.0273396,"yes"
"11937","XLOC_011937","XLOC_011937","Prom1","14:71533062-71637417","ZL","ZDF","OK",10.9911,26.3577,1.26189,2.2462,0.00195,0.0665574,"no"
"11953","XLOC_011953","XLOC_011953","Clnk","14:76657310-76834035","ZL","ZDF","OK",0.443464,1.27277,1.52108,2.05751,0.0052,0.113619,"no"
"12023","XLOC_012023","XLOC_012023","Gatsl3","14:84447731-84452877","ZL","ZDF","OK",6.24323,23.8206,1.93185,4.01651,5e-05,0.00520877,"yes"
"12118","XLOC_012118","XLOC_012118","Fam161a","14:107785028-107798115","ZL","ZDF","OK",0.148868,0.411092,1.46543,1.40113,0.04715,0.36442,"no"
"12210","XLOC_012210","XLOC_012210","Dmp1","14:6889855-6902081","ZL","ZDF","OK",0.75653,3.04889,2.01081,3.54185,5e-05,0.00520877,"yes"
"12250","XLOC_012250","XLOC_012250","Anxa3","14:14364007-14426514","ZL","ZDF","OK",20.2139,42.171,1.0609,2.06553,0.0038,0.0938515,"no"
"12400","XLOC_012400","XLOC_012400","Uchl1","14:43133217-43143973","ZL","ZDF","OK",0.555238,1.43374,1.36861,1.59964,0.0328,0.309299,"no"
"12515","XLOC_012515","XLOC_012515","Cytl1","14:77805129-77810147","ZL","ZDF","OK",6.47016,22.2033,1.7789,3.68013,5e-05,0.00520877,"yes"
"12554","XLOC_012554","XLOC_012554","Fgfr3","14:82272319-82287706","ZL","ZDF","OK",3.46865,14.6603,2.07947,4.2433,5e-05,0.00520877,"yes"
"12635","XLOC_012635","XLOC_012635","Fignl1","14:91895908-91904433","ZL","ZDF","OK",0.390659,0.865165,1.14706,1.68283,0.0175,0.228561,"no"
"12672","XLOC_012672","XLOC_012672","AABR07016578.1","14:105123158-105141787","ZL","ZDF","OK",3.19602,8.39303,1.39292,1.20418,0.03065,0.302116,"no"
"13041","XLOC_013041","XLOC_013041","AABR07017200.1","15:17650683-17659387","ZL","ZDF","OK",0.631759,1.66512,1.39818,1.53358,0.0359,0.321041,"no"
"13047","XLOC_013047","XLOC_013047","Fam107a","15:18399514-18415965","ZL","ZDF","OK",3.52329,17.5718,2.31826,4.86629,5e-05,0.00520877,"yes"
"13240","XLOC_013240","XLOC_013240","Lrrc16b","15:34167899-34185124","ZL","ZDF","OK",3.48058,7.50632,1.10878,2.30284,0.00165,0.0590695,"no"
"13787","XLOC_013787","XLOC_013787","Tgm1","15:34378131-34392066","ZL","ZDF","OK",1.51442,4.60215,1.60355,2.95599,5e-05,0.00520877,"yes"
"13791","XLOC_013791","XLOC_013791","Adcy4","15:34453798-34469762","ZL","ZDF","OK",9.77268,21.0628,1.10787,2.2155,0.0022,0.0693805,"no"
"13972","XLOC_013972","XLOC_013972","Rgcc","15:61551860-61564695","ZL","ZDF","OK",43.6856,146.071,1.74144,3.45785,5e-05,0.00520877,"yes"
"13973","XLOC_013973","XLOC_013973","Naa16","15:61597051-61655654","ZL","ZDF","OK",4.16608,8.8031,1.07932,2.22404,0.001,0.0438743,"yes"
"13988","XLOC_013988","XLOC_013988","Pcdh20","15:71772776-71779033","ZL","ZDF","OK",0.544233,1.59886,1.55474,2.80965,3e-04,0.019395,"yes"
"14290","XLOC_014290","XLOC_014290","Dennd6a","16:2278693-2328116","ZL","ZDF","OK",9.26121,18.9167,1.03038,2.06445,0.0031,0.0825953,"no"
"14317","XLOC_014317","XLOC_014317","Mustn1","16:6962721-6964989","ZL","ZDF","OK",6.35601,13.2986,1.06508,2.08483,0.0043,0.101197,"no"
"14324","XLOC_014324","XLOC_014324","Sema3g","16:7303566-7317286","ZL","ZDF","OK",7.39666,20.4292,1.46569,2.88474,5e-05,0.00520877,"yes"
